Stations,Test_corr,Test_NSE,Test_MAE
1030,0.862961119411073,0.7409873465059453,1.6632641614730213
317,0.8198232634810377,0.6620539510195481,1.4588532951564368
1061,0.6890134470180206,0.4741759039493668,1.4385379446052493
1041,0.8835772966402616,0.780649554222598,1.1628920375060645
335,0.8682087410000529,0.753446385467601,1.7078166902287957
342,0.7091222246599758,0.5018658455658862,1.5968925325367282
345,0.8713179408057558,0.7561052318219659,1.9217096780286391
348,0.7859883289551065,0.6177195039559008,1.287074272242138
353,0.8731798205027685,0.760492689229071,1.8156458438721141
368,0.8622880560177489,0.743342755918001,1.5920996265729346
371,0.8754945958090814,0.7658125131398449,1.3773194610590915
913,0.7840115887047008,0.613149524697042,1.4567209921059394
378,0.8278332806706094,0.6831452284067181,1.5223701267138439
380,0.8429375633456521,0.6957407198346905,1.4977450288624676
383,0.6667230106647074,0.4363864889173481,2.004172346091784
386,0.917030746163724,0.8279378425530022,1.2994550776839622
387,0.906458574177693,0.8112978791143379,1.3084278394169881
1101,0.7980744732774344,0.6353215751966745,1.458727538768975
409,0.8050015213980714,0.6471222028633195,1.9876883881698997
904,0.9100750272746577,0.8167102652305028,1.795697311133612
415,0.8508274384338284,0.7178699637538174,1.3731749987859416
426,0.7155473422253834,0.5097271470331615,1.7654007206612075
435,0.814846150693864,0.6605980782096139,1.7835345529180848
444,0.8772539578470033,0.758762026946318,1.3012127906975484
449,0.8314621172581685,0.691219041941318,1.6978623449065822
452,0.5885608279704965,0.3449515604305379,1.6542915279017139
457,0.8911245197869591,0.7808522641642766,1.6268705521501639
461,0.6991435133479865,0.4883616275155882,1.4513282931197222
465,0.881756205415488,0.7768601121421657,1.5425121651244522
467,0.838156230477852,0.6966442967987856,1.7341098467865341
468,0.7429411012911635,0.550178957464408,1.502924211033918
485,0.884094927725814,0.7798695261203196,1.2956360824575108
521,0.7416123749289125,0.5478280474486541,1.7156530794109808
522,0.8137376681170975,0.6521999550899791,1.4345830307417207
528,0.8559485763285882,0.7319312395510325,1.2425398218311494
531,0.7635977034452736,0.5779468163641706,1.7956026384613004
538,0.8425861040832922,0.7039980747277998,1.602694437003788
542,0.8401396103069604,0.6964768355826705,1.6045311442603214
543,0.855943939495164,0.7148654101602931,1.4081421127847444
544,0.9019565748766065,0.8126666326277189,1.5856371673445675
547,0.895020085249562,0.7989754568314994,1.379837993739997
970,0.8639450745045797,0.7429942532017324,1.5450556710128853
554,0.862810753703986,0.7440971202378284,1.3094243528123937
555,0.8785899277144184,0.7604086950751843,1.247791920332531
556,0.8451778883726709,0.7140239032709772,1.194483243352394
559,0.7622180625977083,0.564998169079511,1.751863287161718
565,0.9018498824214308,0.8117734637657698,1.5927870746987975
566,0.8481689401183,0.7178245310200834,1.439456666952792
572,0.8004500125855657,0.6391599617978985,1.666874040774455
1047,0.8976361045704832,0.8045001366733091,1.8569750300315937
586,0.8917098044363229,0.7950963023781741,1.4415876668338687
589,0.8676944073249708,0.7454914369101029,1.65189046999964
597,0.8770963900116004,0.7658181103463286,1.3084374289580833
940,0.8877908954696265,0.7867231427149638,1.6784526564886477
607,0.8281026876887854,0.6846583487975775,1.1810976637456487
905,0.8849969677258754,0.7798033435176887,1.5718735743101147
618,0.8609856442407784,0.736643938140561,1.6065408888420771
1040,0.8800156535537578,0.7695122112186205,1.440441515984101
622,0.805416902843479,0.6406989303514772,1.881723739210126
1014,0.8459579628919176,0.7096863028445237,1.31490249574592
629,0.8809841824047241,0.7642017116346707,1.4347135636731072
632,0.8782804679815847,0.7705698618160416,1.6778226553397317
658,0.8368746959798028,0.6973315464897737,1.2295585170967174
661,0.7109874323235457,0.5039007229138235,1.465016962483206
669,0.8803922618566836,0.7538001343327678,1.6588600949043713
675,0.8501364869485815,0.7153638289797575,1.4537165052563925
680,0.8140355296460018,0.6427803587310179,1.398286795007966
682,0.8903709579099125,0.78840408851149,1.9481016355171445
688,0.8884322162593714,0.7806864015914786,1.1992146681989782
701,0.7817723738231303,0.610361874785735,1.7450885320188967
709,0.8850438985749118,0.7829603721298223,1.8680425125809443
713,0.9103681635239611,0.820412588321245,1.5850493229022933
717,0.8735229472193771,0.7596244878055808,1.7628750530329194
732,0.8375906220631171,0.7005242632446828,1.4053909303583292
737,0.8774236947094987,0.740556132417521,2.601494068617267
739,0.8506868003533105,0.7204457427822908,1.5069790538495516
742,0.7446623523056624,0.5374778886947063,1.5886220349569673
1060,0.9138106437633244,0.8259699181189536,1.6226585413123402
762,0.7376412536989904,0.5440229046534371,1.5183314292968015
765,0.8461248409074422,0.7136613808631246,1.2145577348280683
779,0.9004047058121145,0.8102020822124896,1.5512149854175175
780,0.9341153432672546,0.86448723573419,1.6798868272081982
793,0.6697467068945722,0.4433305706690759,1.4640672672848984
797,0.8846784073468488,0.7736301387063749,1.6262959344093462
802,0.79918699616978,0.6321618580696167,1.3610185801850152
1097,0.8273485597020568,0.6841824890353836,1.4074866770098158
825,0.8780290411688207,0.7673837601184723,2.610190105710075
827,0.8054973772209375,0.6466612935584601,1.56221374916797
831,0.8993756257208088,0.8076793210230415,1.701549479743578
842,0.8666358679249421,0.7490129630810172,1.4998832101262762
843,0.8789538314795592,0.7714954230184154,1.6049287118243392
859,0.8274593220894967,0.6814613238690493,2.1337140077599295
869,0.8260556372932424,0.6773519237592531,1.6066217612768705
874,0.864950371192396,0.7363490621112778,2.547035665399981
2134,0.5621815234445798,0.30795751166562935,0.9646763797099946
0484,0.8079020392433842,0.6479656615554668,2.202534258730064
0761,0.8450259427659494,0.7120650204984869,1.566100984629851
