Stations,Test_corr,Test_NSE,Test_MAE
1030,0.8408984325628842,0.7049916623579369,1.5085825654172704
317,0.772739178613951,0.592011292381178,1.4411245303815081
1061,0.7633609684658649,0.5777949060189692,1.2131974082367551
1041,0.819730026415855,0.6712132466150356,1.1784095855046042
335,0.8517329669114039,0.72135555355032,1.7916762226439673
342,0.7401830208779688,0.5461459261530509,1.4887367422721782
345,0.7977376280731373,0.6363463878973603,1.9667810296683441
348,0.7210368128754284,0.5186495675682188,1.3109282247920797
353,0.8560013831160457,0.7283045638047325,1.8542346249885926
368,0.8526898091312914,0.7193887877950731,1.5684407394771473
371,0.8771747805330153,0.7540946711435472,1.2538905880741802
913,0.7960678217143948,0.6329019155184399,1.3611533773139095
378,0.7777264242529995,0.602519343237754,1.5747854511666493
380,0.8102323245193932,0.655453483125499,1.2524581697835824
383,0.7243729706066521,0.524502092544249,1.9502640059085212
386,0.9160304028140352,0.8284090900935508,1.1228467148913028
387,0.8742233861487728,0.7625637572553492,1.2070295749021935
1101,0.7528981609143536,0.5654133339623788,1.332309139124455
409,0.8021693442880267,0.6331882853514468,1.9359871300234262
904,0.8451084975674614,0.7119557353449966,2.0000489947253994
415,0.8420133282673778,0.7076200441218753,1.2817511417724572
426,0.6460813584194305,0.4030665537502087,1.7032569739740808
435,0.7793724681791893,0.6037345434803996,1.6723794020817453
444,0.8552254765518927,0.7291323829052976,1.1461049943361115
449,0.8489310547611317,0.7094882537563348,1.6466373709004278
452,0.5965467709926128,0.350926657513953,1.575205898064247
457,0.8628946710032819,0.7396933004414317,1.5687762276476709
461,0.6941910165495072,0.4809931971729454,1.3171101262395868
465,0.8158827615384154,0.6649944933181178,1.533355418096392
467,0.8524579193899836,0.7253776388032511,1.4981119779157321
468,0.7842610921195213,0.614106810931671,1.3490108506891827
485,0.8433143005692402,0.7038057131514841,1.3615107540699247
521,0.8163177610120472,0.6639882664999208,1.4717889364424317
522,0.8406388692118559,0.6825180990795688,1.4365454752239186
528,0.868510560840808,0.7329612202675699,1.3300277051577218
531,0.7878187702746573,0.6132455257151337,1.630991610937066
538,0.7775831959467084,0.604042770087021,1.5814944716577446
542,0.7920070764451513,0.6227988289381702,1.410889544349112
543,0.8334199666830577,0.6475651708542033,1.3115233844704246
544,0.9085025405174398,0.8208819169306442,1.5164539815041653
547,0.8757801067483658,0.7668640724870956,1.3286456126392996
970,0.8366372188663597,0.686917360584213,1.5855615713667635
554,0.8430695716189135,0.7097645924052063,1.309134466338044
555,0.8515329048473566,0.722029461697836,1.1920187146659984
556,0.8259932056530054,0.6806656313330135,1.1539852285901369
559,0.6145403586939561,0.37165058234516113,1.6775678816295305
565,0.8867021817885258,0.778093191954425,1.5033231388743549
566,0.8617777649968938,0.7292232442156485,1.3378819089865344
572,0.7592181700563724,0.5761661574703807,1.6746253990306172
1047,0.9008502838655087,0.8082788316341273,1.6316792356736407
586,0.8632636607893603,0.7430481382048155,1.3587514882026195
589,0.8404648064102774,0.7022872349522853,1.5598224779031873
597,0.8947318212658999,0.7996784617261684,1.2021418265607575
940,0.8940415016966267,0.7966080523134179,1.5608179880577704
607,0.7911697277583407,0.6259016019538168,1.139862331094924
905,0.8937884811066389,0.7948908805458536,1.4504426191506943
618,0.8410995330451676,0.7047531034413426,1.511753367940426
1040,0.8244175847818527,0.6779275258912494,1.406196258691989
622,0.8105439168271728,0.6512457274417498,1.7173730294509064
1014,0.8240538376935383,0.6770956325410203,1.3263437552730324
629,0.8656499073586885,0.745042955504053,1.3910591342501133
632,0.868921779139326,0.7527783267996336,1.479713700097328
658,0.786847081137201,0.6111304614900309,1.1314584947762056
661,0.6944867217569788,0.47947326129560974,1.456241606176711
669,0.8242744950125033,0.6794063091302399,1.5430567533829544
675,0.7702703239612487,0.5913870250497055,1.4443432624603625
680,0.7717597048561557,0.5712217386524452,1.1830762329820232
682,0.8683277696942671,0.7477536674520187,1.8089894453584552
688,0.8620896681890963,0.7368088338555152,1.1793334029070752
701,0.7230828167921153,0.4804224562011331,1.7850151787367903
709,0.8846901472543033,0.7733179707289795,1.8290551541801419
713,0.8827731166958306,0.7701882304930534,1.5864232029113368
717,0.8491525622195757,0.7198298574853489,1.6854853466778523
732,0.7922045002695135,0.6264286986295284,1.4396246182695152
737,0.8526183564888147,0.7250558148452355,2.2918748217478235
739,0.7813317296891739,0.6100232572571305,1.515103467859383
742,0.729351039467889,0.5281695534974054,1.439057544786822
1060,0.8644444766494196,0.7463875354745075,1.6294968313788856
762,0.716177923944618,0.5063474558286937,1.5761912405078968
765,0.8338633977821168,0.692873543065871,1.194274948089143
779,0.9029822863763088,0.8146932299241623,1.5544878842253176
780,0.9366730531113152,0.8728911553125372,1.5056116959349266
793,0.7079228971517189,0.49505617207077957,1.4406127258705248
797,0.864211675300557,0.7465550637510843,1.4839596534604065
802,0.8081296486156322,0.6488453168881925,1.2692763238797073
1097,0.7323017260188159,0.4932573664738389,1.474064352221985
825,0.8475043652739392,0.7139367702419047,2.5581238543782217
827,0.7672446347270051,0.5862000655406489,1.6808591729572702
831,0.8699929882111685,0.7556324268621348,1.7037257421148588
842,0.852400009048974,0.7142710841657155,1.4647449125003802
843,0.856376590182913,0.729845688297986,1.4702626688051204
859,0.8922625481702434,0.7878159420181654,1.7782647284782973
869,0.8067709452021876,0.6472334000969127,1.464163199465995
874,0.8463216000185146,0.7148907304272001,2.3570936242897975
2134,0.5533273164879787,0.2964452643775253,0.9555940212492108
0484,0.8020006509737246,0.6430355520321638,2.1348702379922835
0761,0.8231601698164362,0.6762827903998827,1.5946960012503668
