Stations,Test_corr,Test_NSE,Test_MAE
1030,0.8077759328689538,0.6524459331580325,1.7340216781549593
317,0.8431110121496063,0.7097029952288099,1.366244199047634
1061,0.6893515258275118,0.4740308709171578,1.4230014590715154
1041,0.8310231278288663,0.6896043155677201,1.2015878343060509
335,0.8433164939861666,0.7100520913434181,1.7374416267177961
342,0.7323678989595437,0.535549196265187,1.413347363822325
345,0.834563829696812,0.6949149759038267,1.9575843023958348
348,0.7232550283044794,0.5217442889392987,1.3277753977446582
353,0.8759848677896103,0.7660841581173131,1.673249571265887
368,0.8454354375532582,0.7144754529811979,1.5746245084914572
371,0.848155773567483,0.7156814877004031,1.310597238930524
913,0.7734931348805298,0.5956556070126228,1.4342937659661215
378,0.7564518371787218,0.5665378229416824,1.7381512757181892
380,0.8364058300364108,0.6985746269862012,1.2400211243924393
383,0.7808471098433871,0.5941822087114255,1.8704966381734922
386,0.9282202199862223,0.8567322484058753,1.1674044394726502
387,0.9250333245231395,0.85498447535344,1.1839737257986362
1101,0.8585482854871698,0.7340711096494476,1.3525126959253284
409,0.8058838936695875,0.6381253354758236,2.020258363861914
904,0.867057564669861,0.751107425332922,1.807644103686449
415,0.8131509181437413,0.6602871148589048,1.3702589860621146
426,0.705584747627273,0.49192897279615155,1.8115901363089482
435,0.798785913317777,0.6353632227384218,1.619737698290529
444,0.8102532175157692,0.6540612294926226,1.2796225759986182
449,0.8522608271598212,0.7239009557653315,1.698945350667118
452,0.5632018426410023,0.3147487356354959,1.5713356539301997
457,0.8554566969191384,0.7315357674765574,1.6419154629647537
461,0.6506907404997876,0.4212876426953007,1.437370908525227
465,0.8751740139979943,0.7628006980131271,1.3951947949846788
467,0.8550238654738261,0.730564321882614,1.511645094572204
468,0.7610215356139702,0.5779506358105627,1.4106172888127042
485,0.8284539128857675,0.6854291053928079,1.3857805395837197
521,0.7816990656262833,0.6086916465147432,1.4557187311664395
522,0.7770364344931908,0.6033877597384927,1.4013269331629823
528,0.8128560163223026,0.6593424810117838,1.283780253002963
531,0.704337234216244,0.4959529750411118,1.6922839733087829
538,0.8472842643754047,0.7165719571748779,1.3970768447360125
542,0.8003112698376126,0.638910046670679,1.5089754610928852
543,0.8108416097758443,0.6440905195710481,1.458395011420103
544,0.8754911805050369,0.7652852780508038,1.5822457036731403
547,0.8742665834198219,0.7642196073657153,1.3682187870102893
970,0.78564972000978,0.6169130363182895,1.6543850014132595
554,0.8380442487153319,0.7014483289302289,1.3215113782905101
555,0.8071392253845439,0.6486090706875478,1.2959118255074158
556,0.8692420700648235,0.7551800486521325,1.0905902411241544
559,0.6789244893814863,0.46080814110055346,1.7447114413422884
565,0.8720873643499625,0.7588023927426307,1.5759776747627599
566,0.827117146795616,0.6826209280743278,1.5227388427051383
572,0.763109516400939,0.5811519290434839,1.7389081582546748
1047,0.87046457577762,0.7568511368181707,1.860487653208301
586,0.8494172742248213,0.7168396497184429,1.374118473124443
589,0.8637012217169959,0.7357236139364656,1.5349287422605487
597,0.8747670086953253,0.7647731418691883,1.2455385417884925
940,0.8803961410019183,0.7738209633213178,1.7080930031472745
607,0.7918322606177122,0.6225828249967031,1.2523815326412022
905,0.8964819093713622,0.7967889100441468,1.4473957912818043
618,0.8585693809131887,0.7369203397192429,1.4661907436713073
1040,0.8492402892354756,0.720843084628662,1.4196990618983683
622,0.7990319630068973,0.6300020013296053,1.8591764013433536
1014,0.8157063574411362,0.6640427672640353,1.287749677580039
629,0.85446149106393,0.7297991279569471,1.408209853608856
632,0.8363694347267759,0.6973296223925485,1.565998933194286
658,0.7849480678586308,0.6155732521626808,1.2055655838564001
661,0.6554609357781653,0.4295791330695703,1.4993554563284524
669,0.8374021833311733,0.7008056005989645,1.5395076462251194
675,0.7485870134390017,0.5561462968661286,1.6603169700000477
680,0.6954563773054472,0.46790092592835186,1.4056186989915989
682,0.8768601511395734,0.7583965472891879,1.85534379469154
688,0.8338386324054398,0.6936416128926788,1.265395911067645
701,0.7411289730538363,0.5351084758491746,1.738106891020456
709,0.8548779187004993,0.7255875549064417,2.021708950457157
713,0.9001312473574473,0.8099486023169866,1.4731072961656906
717,0.8677209271698882,0.7421821543142809,1.8356147485055774
732,0.8674882046840039,0.74022021663956,1.418496138259706
737,0.8368504817995085,0.6997917035901555,2.4676434260601448
739,0.8553080161575181,0.7303671578643209,1.3700147207275228
742,0.7146315270071688,0.5059330332212211,1.573454845868174
1060,0.8679048082483356,0.7532586420113723,1.6127547527069495
762,0.6926289393294793,0.47833431060428966,1.637911415012086
765,0.8468457295153967,0.6960900515751927,1.1919601228444772
779,0.9026464671607594,0.8014202847084055,1.5249531060829278
780,0.8518743109394948,0.7106913524091557,1.6904756323145964
793,0.6813292317851293,0.452929799057017,1.4616450909684238
797,0.8572452708110512,0.734573072228723,1.5740153573223257
802,0.7597054612569749,0.5690571416452566,1.2936733805475875
1097,0.7815301860304984,0.6104517601565661,1.4724532474777245
825,0.8160717787719385,0.6633274781559004,2.767763375811832
827,0.7940713577366619,0.6223586185465041,1.7490402263941593
831,0.8949246239962041,0.7974555542225462,1.638545031662173
842,0.8500511505342145,0.7167948144606497,1.4943087522604794
843,0.8503799558163623,0.7218606065586823,1.5701173864782758
859,0.8774186840945377,0.7688521916115636,1.8061519270915711
869,0.7976912873057325,0.6242703396494489,1.640697127404209
874,0.8466938480981117,0.7097826699719834,2.4180817446776683
2134,0.5682679263343948,0.31318498822208274,0.8730746314717912
0484,0.7855703073429096,0.6142896084822553,2.2094869535412727
0761,0.8347766932941778,0.6948340399733262,1.4822055317984428
