

California (PST) SCAN Site Eagle Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 10 17:34:23 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
2192,2016-09-20,,   16.84,    13.9,    28.0,     7.3,    17.6,       2,
2192,2016-09-21,,   16.84,    14.1,    26.6,    10.9,    17.5,       2,
2192,2016-09-22,,   16.84,     6.2,    22.1,     6.2,    13.1,       3,
2192,2016-09-23,,   17.06,     2.7,     8.8,     2.0,     5.0,       2,
2192,2016-09-24,,   17.06,     4.3,    16.4,    -1.7,     7.2,      -2,
2192,2016-09-25,,   17.06,     5.9,    21.2,     0.3,    10.0,      -2,
2192,2016-09-26,,   17.06,     8.9,    24.6,     2.2,    13.7,       2,
2192,2016-09-27,,   17.06,     9.5,    27.5,     4.9,    16.3,      -2,
2192,2016-09-28,,   17.06,    10.2,    28.8,     4.9,    16.2,       2,
2192,2016-09-29,,   17.06,    10.5,    29.2,     5.5,    16.3,       0,
2192,2016-09-30,,   17.06,     8.3,    25.9,     6.7,    15.1,      -2,
2192,2016-09-30,23:59,   17.06,-99.9,-99.9,-99.9,-99.9,-99.9,




