

California (PST) SCAN Site Eagle Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 10 17:34:22 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
2192,2012-11-16,,    1.20,     7.7,    11.0,    -2.1,     3.5,
2192,2012-11-17,,    1.21,     4.2,     7.7,     3.7,     5.0,
2192,2012-11-18,,    2.16,     1.3,     7.1,     1.3,     3.8,
2192,2012-11-19,,    2.24,     1.2,     5.6,     0.6,     2.3,
2192,2012-11-20,,    2.24,     5.4,     6.4,     0.3,     4.0,
2192,2012-11-21,,    2.28,     7.0,     8.7,     5.3,     6.5,
2192,2012-11-22,,    2.31,    -1.7,     7.0,    -2.0,     4.5,
2192,2012-11-23,,    2.31,    -1.4,     8.4,    -3.7,     1.1,
2192,2012-11-24,,    2.31,    -1.5,     9.5,    -3.1,     1.3,
2192,2012-11-25,,    2.31,    -2.1,    11.4,    -3.3,     1.5,
2192,2012-11-26,,    2.31,    -1.3,    11.1,    -2.7,     2.1,
2192,2012-11-27,,    2.31,    -1.6,     9.2,    -3.4,     1.5,
2192,2012-11-28,,    2.31,     2.1,     8.7,    -3.7,     2.3,
2192,2012-11-29,,    2.72,     3.5,     6.4,    -1.0,     2.9,
2192,2012-11-30,,    3.28,     4.8,     8.5,     2.9,     5.3,
2192,2012-12-01,,    5.04,     5.2,     5.3,     1.6,     4.0,
2192,2012-12-02,,    5.18,     3.9,     8.6,     3.6,     5.9,
2192,2012-12-03,,    6.54,    -0.5,     6.9,    -0.8,     3.4,
2192,2012-12-04,,    6.54,     4.7,     8.0,    -2.8,     2.4,
2192,2012-12-05,,    6.57,     3.4,     5.4,     2.7,     3.9,
2192,2012-12-06,,    6.61,     3.2,     9.7,     3.2,     5.9,
2192,2012-12-07,,-99.9,    -1.2,-99.9,-99.9,-99.9,
2192,2012-12-08,,    6.61,    -2.3,     8.3,    -4.9,     0.0,
2192,2012-12-09,,    6.61,    -3.0,     5.8,    -4.3,    -0.4,
2192,2012-12-10,,    6.61,    -3.4,     6.0,    -5.0,    -0.8,
2192,2012-12-11,,    6.61,    -2.9,     8.5,    -5.1,    -0.3,
2192,2012-12-12,,    6.61,     0.8,     9.5,    -5.7,     1.0,
2192,2012-12-13,,    6.70,    -3.3,     2.9,    -3.4,    -0.8,
2192,2012-12-14,,    6.83,    -8.9,    -0.7,    -8.9,    -3.8,
2192,2012-12-15,,    6.85,    -7.3,    -0.9,    -9.2,    -4.7,
2192,2012-12-16,,    6.85,    -1.6,    -1.5,   -11.6,    -4.9,
2192,2012-12-17,,    6.96,     2.3,     3.1,    -1.6,     0.7,
2192,2012-12-18,,    7.07,    -3.1,     4.2,    -3.5,     0.9,
2192,2012-12-19,,    7.07,   -10.8,    -1.9,   -10.8,    -5.9,
2192,2012-12-20,,    7.07,    -7.3,    -1.0,   -13.5,    -7.1,
2192,2012-12-21,,    7.07,     0.4,     4.2,    -7.3,    -0.5,
2192,2012-12-22,,    7.18,    -0.1,     0.4,    -2.9,    -1.0,
2192,2012-12-23,,    7.21,    -2.5,     1.3,    -3.2,    -1.3,
2192,2012-12-24,,    7.28,    -0.6,     0.9,    -2.9,    -0.6,
2192,2012-12-25,,    7.47,   -12.3,     0.3,   -12.3,    -4.7,
2192,2012-12-26,,    7.54,    -2.7,    -0.2,   -12.7,    -4.7,
2192,2012-12-27,,    7.77,    -5.3,     0.8,    -6.6,    -2.6,
2192,2012-12-28,,    7.85,   -14.0,    -0.4,   -14.9,    -6.5,
2192,2012-12-29,,    7.85,    -6.0,    -4.5,   -14.8,    -8.9,
2192,2012-12-30,,    7.90,    -6.0,    -1.7,    -9.4,    -5.5,
2192,2012-12-31,,    7.90,   -16.5,    -2.4,   -16.5,    -7.4,
2192,2013-01-01,,    7.90,   -12.0,    -6.1,   -19.2,   -13.1,
2192,2013-01-02,,    7.90,   -13.9,    -2.6,   -17.3,   -10.0,
2192,2013-01-03,,    7.90,   -11.2,    -4.9,   -17.5,   -10.7,
2192,2013-01-04,,    7.90,   -16.2,    -4.6,   -16.2,   -10.9,
2192,2013-01-05,,    7.90,   -14.9,    -4.2,   -19.5,   -12.5,
2192,2013-01-06,,    7.90,    -8.8,    -4.9,   -16.8,   -10.0,
2192,2013-01-07,,    7.90,   -10.2,     2.2,   -11.8,    -6.7,
2192,2013-01-08,,    7.90,    -6.0,     0.3,   -13.2,    -5.6,
2192,2013-01-09,,    7.90,    -6.1,     4.5,    -8.2,    -3.9,
2192,2013-01-10,,    7.93,    -5.4,     5.1,    -9.7,    -2.8,
2192,2013-01-11,,    7.95,    -6.2,    -1.9,    -7.7,    -5.6,
2192,2013-01-12,,    7.95,   -19.5,    -2.9,   -19.5,    -8.2,
2192,2013-01-13,,    7.95,   -23.1,    -9.5,   -26.9,   -18.9,
2192,2013-01-14,,    7.95,   -22.0,    -9.3,   -28.6,   -19.6,
2192,2013-01-15,,    7.95,   -17.0,    -7.0,   -24.0,   -16.2,
2192,2013-01-16,,    7.96,   -15.2,    -3.7,   -20.2,   -13.1,
2192,2013-01-17,,    8.02,   -14.8,     0.1,   -19.8,   -11.9,
2192,2013-01-18,,    8.04,   -15.4,     0.3,   -20.5,   -11.8,
2192,2013-01-19,,    8.05,   -16.7,     0.0,   -21.2,   -12.7,
2192,2013-01-20,,    8.05,   -16.3,    -0.8,   -21.8,   -12.9,
2192,2013-01-21,,    8.06,   -14.5,     1.0,   -21.7,   -12.2,
2192,2013-01-22,,    8.06,   -13.0,     1.4,   -18.9,   -10.3,
2192,2013-01-23,,    8.07,    -4.7,    -1.5,   -18.7,    -9.1,
2192,2013-01-24,,    8.13,     1.7,     8.9,    -6.7,     0.5,
2192,2013-01-25,,    8.16,     0.4,     5.0,     0.3,     1.8,
2192,2013-01-26,,    8.18,     1.9,     5.5,     0.1,     1.8,
2192,2013-01-27,,    8.18,    -3.1,     6.5,    -3.3,     1.8,
2192,2013-01-28,,    8.31,    -8.1,    -0.7,    -8.1,    -3.9,
2192,2013-01-29,,    8.33,    -2.3,     1.1,    -8.9,    -3.5,
2192,2013-01-30,,    8.33,    -4.1,     5.7,    -4.6,     0.2,
2192,2013-01-31,,    8.33,    -5.7,     6.2,    -8.7,    -2.6,
2192,2013-02-01,,    8.33,    -6.8,     4.6,   -10.2,    -3.9,
2192,2013-02-02,,    8.33,    -6.1,     7.5,   -11.6,    -3.7,
2192,2013-02-03,,    8.33,    -4.5,     5.5,    -8.7,    -2.3,
2192,2013-02-04,,    8.33,    -6.4,     7.8,    -7.4,    -2.7,
2192,2013-02-05,,    8.33,    -0.7,     7.2,    -9.2,    -2.1,
2192,2013-02-06,,    8.33,    -4.1,     7.8,    -4.8,     0.2,
2192,2013-02-07,,    8.33,    -3.5,     5.5,    -8.0,    -1.8,
2192,2013-02-08,,    8.33,    -8.7,     1.6,    -9.4,    -3.2,
2192,2013-02-09,,    8.33,    -5.4,    -0.2,   -12.4,    -6.3,
2192,2013-02-10,,    8.33,    -8.3,     1.4,   -13.5,    -5.2,
2192,2013-02-11,,    8.33,    -7.8,     2.9,   -12.2,    -4.4,
2192,2013-02-12,,    8.33,    -7.8,     5.6,   -12.4,    -4.5,
2192,2013-02-13,,    8.33,    -6.2,     6.1,   -11.4,    -3.4,
2192,2013-02-14,,    8.33,    -4.3,     7.9,    -9.6,    -2.2,
2192,2013-02-15,,    8.33,    -4.2,     7.8,    -7.9,    -0.6,
2192,2013-02-16,,    8.33,    -4.5,    10.1,    -7.7,     0.6,
2192,2013-02-17,,    8.33,    -3.7,    10.2,    -8.9,    -1.4,
2192,2013-02-18,,    8.33,    -6.4,     5.9,    -7.6,    -2.2,
2192,2013-02-19,,    8.33,    -0.5,     8.1,    -8.4,    -1.5,
2192,2013-02-20,,    8.39,    -3.4,     1.0,    -7.8,    -2.7,
2192,2013-02-21,,    8.47,   -10.0,     1.5,   -10.0,    -3.9,
2192,2013-02-22,,    8.48,    -3.7,     4.2,   -11.1,    -3.5,
2192,2013-02-23,,    8.48,     0.2,     8.8,   -10.3,    -0.7,
2192,2013-02-24,,    8.50,    -7.7,     2.2,    -7.7,    -2.5,
2192,2013-02-25,,    8.50,    -8.5,     3.9,   -12.3,    -4.7,
2192,2013-02-26,,    8.50,    -6.2,     6.1,   -10.4,    -3.0,
2192,2013-02-27,,    8.50,    -7.7,     4.0,   -12.3,    -4.4,
2192,2013-02-28,,    8.50,     0.1,     9.4,   -12.3,    -2.2,
2192,2013-03-01,,    8.50,    -1.9,    10.3,    -2.3,     2.6,
2192,2013-03-02,,    8.50,    -1.8,    13.2,    -4.4,     1.9,
2192,2013-03-03,,    8.50,     4.3,    10.9,    -3.0,     2.8,
2192,2013-03-04,,    8.57,    -2.0,     7.4,    -2.3,     2.6,
2192,2013-03-05,,    8.57,     1.1,    10.1,    -2.8,     2.3,
2192,2013-03-06,,    8.57,     0.3,     7.2,     0.3,     4.0,
2192,2013-03-07,,    8.67,    -3.6,     1.4,    -5.0,    -1.2,
2192,2013-03-08,,    8.67,    -4.8,     5.2,   -10.7,    -2.9,
2192,2013-03-09,,    8.67,    -2.0,     6.8,    -9.7,    -1.6,
2192,2013-03-10,,    8.67,    -4.3,     7.8,    -7.3,    -0.1,
2192,2013-03-11,,    8.67,    -2.3,    10.4,    -8.9,     0.1,
2192,2013-03-12,,    8.67,    -1.1,    13.8,    -5.4,     3.0,
2192,2013-03-13,,    8.67,    -0.2,    17.1,    -3.8,     4.2,
2192,2013-03-14,,    8.67,    -0.6,    16.8,    -3.5,     4.9,
2192,2013-03-15,,    8.67,    -0.2,    16.0,    -2.4,     5.0,
2192,2013-03-16,,    8.67,     1.7,    16.0,    -2.1,     5.4,
2192,2013-03-17,,    8.67,     0.4,    14.0,    -3.7,     4.2,
2192,2013-03-18,,    8.67,    -2.3,    11.4,    -4.5,     2.5,
2192,2013-03-19,,    8.67,     3.3,    12.7,    -6.0,     3.3,
2192,2013-03-20,,    8.67,     3.8,    10.4,     1.4,     5.1,
2192,2013-03-21,,    8.75,     2.1,     9.3,     1.7,     4.7,
2192,2013-03-22,,    8.75,    -3.9,     8.1,    -3.9,     1.4,
2192,2013-03-23,,    8.75,    -4.4,     4.5,    -7.8,    -1.9,
2192,2013-03-24,,    8.75,    -1.6,    10.4,    -8.1,     0.5,
2192,2013-03-25,,    8.75,     1.2,    13.8,    -4.5,     3.8,
2192,2013-03-26,,    8.75,     5.0,    14.5,    -2.6,     5.5,
2192,2013-03-27,,    8.75,     4.8,    12.9,     0.4,     5.7,
2192,2013-03-28,,    8.75,     2.0,    12.7,    -1.2,     5.6,
2192,2013-03-29,,    8.75,     2.5,    11.5,     2.0,     6.3,
2192,2013-03-30,,    8.75,     1.9,    16.5,    -2.1,     6.4,
2192,2013-03-31,,    8.75,     7.6,    20.0,    -1.0,     9.0,
2192,2013-04-01,,    9.12,     3.9,     8.0,     2.5,     5.4,
2192,2013-04-02,,    9.14,     5.3,    10.1,     3.3,     5.7,
2192,2013-04-03,,    9.14,     4.2,    14.7,     1.4,     8.0,
2192,2013-04-04,,    9.14,     7.0,    18.3,     0.8,     8.7,
2192,2013-04-05,,    9.15,     4.5,     9.8,     3.8,     7.6,
2192,2013-04-06,,    9.16,     5.1,    12.9,     2.1,     6.7,
2192,2013-04-07,,    9.16,     5.8,    13.2,     4.2,     7.5,
2192,2013-04-08,,    9.41,     0.0,    11.5,     0.0,     5.5,
2192,2013-04-09,,    9.42,     0.5,     6.2,    -2.2,     1.4,
2192,2013-04-10,,    9.42,     1.1,    11.4,    -1.4,     4.5,
2192,2013-04-11,,    9.44,     4.9,    20.1,    -0.2,     9.3,
2192,2013-04-12,,    9.44,     1.4,    14.1,    -1.7,     6.6,
2192,2013-04-13,,    9.44,     8.0,    18.8,    -2.0,     8.4,
2192,2013-04-14,,    9.44,     0.8,    16.0,     0.8,     8.9,
2192,2013-04-15,,    9.44,    -0.2,    13.4,    -2.3,     4.1,
2192,2013-04-16,,    9.47,    -2.8,     3.3,    -2.8,    -0.3,
2192,2013-04-17,,    9.52,    -2.9,     4.9,    -3.5,    -0.1,
2192,2013-04-18,,    9.52,    -2.6,     8.2,    -4.6,     1.3,
2192,2013-04-19,,    9.52,     2.9,    14.6,    -4.7,     5.1,
2192,2013-04-20,,    9.52,     1.3,    16.9,    -0.9,     7.6,
2192,2013-04-21,,    9.52,     3.5,    17.2,    -1.7,     7.5,
2192,2013-04-22,,    9.52,     4.9,    19.9,    -0.9,     9.7,
2192,2013-04-23,,    9.52,     2.3,    16.5,     0.7,     8.5,
2192,2013-04-24,,    9.52,     1.5,    15.1,    -1.4,     6.9,
2192,2013-04-25,,    9.52,     1.4,    16.0,     0.9,     8.2,
2192,2013-04-26,,    9.52,     8.3,    21.1,    -2.7,     9.6,
2192,2013-04-27,,    9.52,     7.6,    23.6,     2.6,    13.1,
2192,2013-04-28,,    9.52,     9.3,    24.5,     3.3,    14.1,
2192,2013-04-29,,    9.52,     8.5,    23.6,     5.0,    14.0,
2192,2013-04-30,,    9.52,     5.9,    20.9,     4.2,    11.7,
2192,2013-05-01,,    9.52,     2.9,    15.6,     1.5,     8.0,
2192,2013-05-02,,    9.52,     7.1,    14.6,    -2.3,     7.8,
2192,2013-05-03,,    9.52,     5.1,    20.9,     2.9,    11.5,
2192,2013-05-04,,    9.52,     9.6,    24.0,     1.3,    13.4,
2192,2013-05-05,,    9.55,     8.8,    18.3,     2.6,    10.6,
2192,2013-05-06,,    9.68,     7.0,    17.5,     2.5,     9.9,
2192,2013-05-07,,    9.74,     7.1,    15.2,     3.8,     8.3,
2192,2013-05-08,,    9.86,     8.3,    14.4,     5.5,     8.7,
2192,2013-05-09,,    9.88,     7.3,    16.4,     7.3,    10.8,
2192,2013-05-10,,    9.90,    12.0,    21.0,     4.4,    12.0,
2192,2013-05-11,,    9.90,    10.3,    25.3,     5.8,    15.6,
2192,2013-05-12,,    9.90,    13.1,    27.8,     6.4,    16.9,
2192,2013-05-13,,    9.90,     9.8,    26.5,     7.9,    16.9,
2192,2013-05-14,,    9.90,    11.0,    26.6,     4.8,    15.8,
2192,2013-05-15,,    9.94,    10.0,    26.6,     5.6,    15.3,
2192,2013-05-16,,    9.94,    10.4,    22.6,     5.7,    14.1,
2192,2013-05-17,,   10.66,     6.2,    10.7,     4.7,     7.7,
2192,2013-05-18,,   10.91,     5.6,    15.1,     4.2,     8.7,
2192,2013-05-19,,   10.91,     5.8,    17.6,     1.3,     9.6,
2192,2013-05-20,,   10.91,     6.5,    17.4,     1.7,     9.8,
2192,2013-05-21,,   10.91,    12.7,    22.0,     3.1,    12.9,
2192,2013-05-22,,   10.91,     1.8,    19.1,     1.8,    12.8,
2192,2013-05-23,,   10.91,     3.3,    11.4,    -3.7,     4.2,
2192,2013-05-24,,   10.98,     0.8,    13.8,     0.8,     6.1,
2192,2013-05-25,,   10.98,     5.4,    19.3,    -1.6,     9.2,
2192,2013-05-26,,   10.98,     7.3,    19.3,     0.9,    10.1,
2192,2013-05-27,,   10.98,     7.7,    18.4,     3.8,    11.1,
2192,2013-05-28,,   11.02,     7.3,    14.6,     6.9,     9.1,
2192,2013-05-29,,   11.03,     9.3,    16.9,     6.1,    10.8,
2192,2013-05-30,,   11.03,     5.4,    19.2,     5.4,    12.6,
2192,2013-05-31,,   11.03,     6.8,    20.8,     1.9,    11.7,
2192,2013-06-01,,   11.03,     9.9,    23.6,     2.5,    14.0,
2192,2013-06-02,,   11.03,    14.1,    26.6,     4.8,    17.0,
2192,2013-06-03,,   11.03,    11.5,    26.9,     8.3,    17.6,
2192,2013-06-04,,   11.03,    11.7,    26.5,     5.6,    17.2,
2192,2013-06-05,,   11.03,    11.8,    29.0,     7.3,    18.8,
2192,2013-06-06,,   11.03,    14.1,    31.0,     7.8,    19.7,
2192,2013-06-07,,   11.03,    14.5,    32.7,    10.2,    21.3,
2192,2013-06-08,,   11.03,    17.4,    32.4,     9.7,    21.9,
2192,2013-06-09,,   11.03,    15.9,    32.6,    13.8,    23.0,
2192,2013-06-10,,   11.55,    13.6,    35.3,    11.3,    20.0,
2192,2013-06-11,,   11.84,    11.6,    21.1,    11.6,    15.2,
2192,2013-06-12,,   11.84,     8.1,    22.3,     7.1,    14.8,
2192,2013-06-13,,   11.84,     8.5,    22.7,     4.4,    13.9,
2192,2013-06-14,,   11.84,     7.0,    21.0,     5.4,    12.4,
2192,2013-06-15,,   11.84,     7.3,    20.8,     1.1,    11.8,
2192,2013-06-16,,   11.84,    10.7,    25.6,     4.2,    15.7,
2192,2013-06-17,,   11.84,    10.4,    26.0,     6.0,    16.6,
2192,2013-06-18,,   11.84,     9.5,    24.9,     5.7,    15.7,
2192,2013-06-19,,   11.86,     5.7,    19.7,     5.7,    12.4,
2192,2013-06-20,,   11.94,     5.2,    15.8,     2.7,     9.0,
2192,2013-06-21,,   11.94,     7.4,    18.2,     1.4,    10.7,
2192,2013-06-22,,   11.94,     9.5,    21.4,     2.5,    12.7,
2192,2013-06-23,,   11.94,    12.2,    25.6,     4.8,    15.5,
2192,2013-06-24,,   11.94,    10.6,    19.9,     7.7,    13.9,
2192,2013-06-25,,   12.02,    10.8,    14.8,     8.6,    11.2,
2192,2013-06-26,,   12.07,    13.5,    17.0,     9.5,    13.1,
2192,2013-06-27,,   12.07,    11.0,    23.8,    11.0,    17.4,
2192,2013-06-28,,   12.07,    14.2,    29.4,     7.6,    19.7,
2192,2013-06-29,,   12.07,    17.7,    34.2,    10.2,    22.1,
2192,2013-06-30,,   12.07,    16.1,    33.5,    13.3,    23.4,
2192,2013-07-01,,   12.07,    17.5,    36.2,    11.7,    23.3,
2192,2013-07-02,,   12.07,    19.7,    35.5,    12.4,    24.2,
2192,2013-07-03,,   12.09,    20.8,    35.5,    15.9,    24.2,
2192,2013-07-04,,   12.09,    18.9,    34.8,    14.2,    23.4,
2192,2013-07-05,,   12.09,    17.1,    32.3,    15.0,    23.5,
2192,2013-07-06,,   12.09,    17.9,    31.3,    13.8,    22.5,
2192,2013-07-07,,   12.09,    13.9,    29.7,     9.9,    20.9,
2192,2013-07-08,,   12.09,    12.4,    29.4,     7.6,    19.4,
2192,2013-07-09,,   12.09,    12.5,    30.1,     7.1,    19.4,
2192,2013-07-10,,   12.09,    13.0,    30.1,     7.9,    19.3,
2192,2013-07-11,,   12.09,    13.5,    30.8,     7.7,    19.5,
2192,2013-07-12,,   12.09,    14.5,    29.2,     9.5,    19.9,
2192,2013-07-13,,   12.09,    13.1,    28.4,     6.9,    18.8,
2192,2013-07-14,,   12.09,    12.0,    28.8,     7.4,    19.0,
2192,2013-07-15,,   12.09,    14.2,    29.7,     7.4,    19.3,
2192,2013-07-16,,   12.09,    16.4,    31.4,     9.4,    20.8,
2192,2013-07-17,,   12.09,    12.4,    28.4,    11.1,    19.7,
2192,2013-07-18,,   12.09,    13.0,    29.8,     5.0,    18.2,
2192,2013-07-19,,   12.09,    15.9,    33.7,     7.5,    21.3,
2192,2013-07-20,,   12.09,    20.3,    36.0,    11.4,    23.9,
2192,2013-07-21,,   12.09,    19.4,    37.0,    14.2,    25.3,
2192,2013-07-22,,   12.09,    20.2,    37.0,    13.1,    25.3,
2192,2013-07-23,,   12.09,    18.6,    34.7,    14.2,    24.8,
2192,2013-07-24,,   12.09,    20.2,    31.9,    14.0,    23.0,
2192,2013-07-25,,   12.09,    19.6,    31.6,    18.3,    24.1,
2192,2013-07-26,,   12.67,    14.2,    33.6,    14.0,    20.6,
2192,2013-07-27,,   12.67,    16.7,    30.9,    12.2,    21.3,
2192,2013-07-28,,   12.67,    17.0,    30.4,    11.8,    21.5,
2192,2013-07-29,,   12.67,    15.4,    30.5,    12.9,    21.8,
2192,2013-07-30,,   12.67,    13.2,    28.6,     9.5,    19.3,
2192,2013-07-31,,   12.67,    12.8,    29.1,     7.2,    18.8,
2192,2013-08-01,,   12.67,    13.0,    27.7,    12.0,    19.6,
2192,2013-08-02,,   12.67,    10.6,    26.4,     7.1,    16.6,
2192,2013-08-03,,   12.67,    12.5,    26.0,     6.0,    16.5,
2192,2013-08-04,,   12.67,    12.6,    28.3,     7.3,    17.9,
2192,2013-08-05,,   12.67,    14.5,    29.8,     8.1,    19.3,
2192,2013-08-06,,   12.67,    14.0,    30.4,     8.5,    19.6,
2192,2013-08-07,,   12.67,    18.2,    31.9,     8.8,    20.4,
2192,2013-08-08,,   12.67,    12.6,    27.2,    12.6,    19.5,
2192,2013-08-09,,   12.67,    12.8,    22.1,     8.3,    15.3,
2192,2013-08-10,,   12.68,     9.7,    25.5,     9.7,    16.4,
2192,2013-08-11,,   12.68,    10.8,    24.5,     5.0,    15.3,
2192,2013-08-12,,   12.68,    11.6,    26.8,     5.8,    16.4,
2192,2013-08-13,,   12.68,    12.3,    27.8,     6.9,    17.4,
2192,2013-08-14,,   12.68,    13.0,    29.3,     7.3,    18.4,
2192,2013-08-15,,   12.68,    12.8,    30.5,     7.2,    18.9,
2192,2013-08-16,,   12.68,    12.2,    30.5,     7.5,    19.0,
2192,2013-08-17,,   12.68,    13.2,    29.7,     6.4,    18.7,
2192,2013-08-18,,   12.68,    16.5,    31.0,     8.4,    19.9,
2192,2013-08-19,,   12.68,    19.4,    33.7,    13.9,    24.0,
2192,2013-08-20,,   12.72,    16.5,    31.9,    15.3,    21.9,
2192,2013-08-21,,   12.72,    16.8,    29.8,    15.7,    21.3,
2192,2013-08-22,,   12.81,    13.0,    31.0,    13.0,    19.0,
2192,2013-08-23,,   12.82,    11.5,    26.2,    10.7,    17.8,
2192,2013-08-24,,   12.82,    11.8,    26.6,     6.2,    16.7,
2192,2013-08-25,,   12.82,    13.0,    26.1,     7.3,    16.8,
2192,2013-08-26,,   12.82,     9.5,    23.0,     7.9,    14.9,
2192,2013-08-27,,   12.82,     9.5,    24.9,     8.5,    16.4,
2192,2013-08-28,,   12.82,    13.0,    27.7,     5.4,    16.7,
2192,2013-08-29,,   12.82,    11.3,    27.2,     8.0,    17.4,
2192,2013-08-30,,   12.82,    11.3,    27.2,     9.2,    17.7,
2192,2013-08-31,,   12.82,    11.6,    29.7,     6.1,    17.9,
2192,2013-09-01,,   12.82,    14.3,    30.7,     5.6,    18.1,
2192,2013-09-02,,   12.88,    14.7,    26.8,    13.2,    19.1,
2192,2013-09-03,,   13.22,    14.1,    18.8,    14.1,    15.4,
2192,2013-09-04,,   13.22,    13.0,    24.9,    13.0,    18.1,
2192,2013-09-05,,   13.22,    12.0,    26.7,     9.5,    18.0,
2192,2013-09-06,,   13.22,     7.7,    24.4,     7.6,    15.5,
2192,2013-09-07,,   13.22,    12.0,    24.5,     4.8,    14.7,
2192,2013-09-08,,   13.22,    11.0,    27.9,     6.0,    16.8,
2192,2013-09-09,,   13.22,    14.5,    28.8,     6.2,    17.5,
2192,2013-09-10,,   13.22,    12.6,    27.6,     8.5,    18.0,
2192,2013-09-11,,   13.22,    11.9,    28.1,     8.1,    17.7,
2192,2013-09-12,,   13.22,    14.3,    29.2,     8.3,    18.8,
2192,2013-09-13,,   13.22,    16.7,    28.2,    12.8,    18.7,
2192,2013-09-14,,   13.22,    12.0,    27.5,    12.0,    18.0,
2192,2013-09-15,,   13.22,    14.1,    29.0,     9.8,    18.3,
2192,2013-09-16,,   13.22,     9.8,    26.9,     8.5,    16.9,
2192,2013-09-17,,   13.22,    12.6,    26.2,     3.4,    14.3,
2192,2013-09-18,,   13.22,     5.0,    21.0,     5.0,    12.0,
