

 ()  Site  - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 10 17:30:33 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,
0951,2008-09-01,,     0.0,    10.5,     0.2,    22.6,    -3.6,     7.8,
0951,2008-09-02,,     0.0,    10.5,     1.4,    23.7,    -2.1,     9.1,
0951,2008-09-03,,     0.0,    10.5,     1.5,    21.9,    -1.1,     9.1,
0951,2008-09-04,,     0.0,    10.5,     4.3,    22.7,    -2.4,     9.4,
0951,2008-09-05,,     0.0,    10.5,     2.9,    22.2,     2.2,    10.2,
0951,2008-09-06,,     0.0,    10.6,     1.9,    22.4,    -1.5,     7.4,
0951,2008-09-07,,     0.0,    10.6,     2.0,    20.0,    -0.2,     7.9,
0951,2008-09-08,,     0.0,    10.6,     4.1,    18.9,     0.4,     9.1,
0951,2008-09-09,,     0.0,    10.6,     2.8,    12.6,     1.7,     6.9,
0951,2008-09-10,,     0.0,    10.6,     5.1,    16.2,    -0.8,     7.1,
0951,2008-09-11,,     0.0,    10.6,     3.9,    12.6,     3.9,     6.9,
0951,2008-09-12,,     0.0,    10.6,     4.3,    11.7,     3.7,     5.9,
0951,2008-09-13,,     0.0,    10.6,     4.7,     7.7,     3.2,     5.1,
0951,2008-09-14,,     0.0,    10.6,     2.7,     8.1,     2.8,     5.1,
0951,2008-09-15,,     0.0,    10.6,     1.1,    13.2,     0.6,     4.3,
0951,2008-09-16,,     0.0,    10.6,    -2.4,    17.1,    -2.3,     4.9,
0951,2008-09-17,,     0.0,    10.7,     2.0,     8.6,    -2.9,     2.6,
0951,2008-09-18,,     0.0,    10.7,     1.8,     7.8,     1.4,     4.6,
0951,2008-09-19,,     0.0,    10.7,    -1.0,    14.4,    -1.9,     4.1,
0951,2008-09-20,,     0.0,    10.8,     1.9,    12.8,    -1.9,     4.6,
0951,2008-09-21,,     0.0,    10.9,     0.8,    11.2,    -0.8,     4.1,
0951,2008-09-22,,     0.0,    10.9,     0.4,    10.7,    -2.5,     2.6,
0951,2008-09-23,,     0.0,    10.9,    -4.7,    10.6,    -4.7,     1.7,
0951,2008-09-24,,     0.0,    11.0,    -2.3,    13.0,    -7.8,     0.9,
0951,2008-09-25,,     0.0,    11.1,    -0.3,    11.4,    -4.1,     2.7,
0951,2008-09-26,,     0.0,    11.1,    -1.0,     9.3,    -4.7,     0.9,
0951,2008-09-27,,     0.0,    11.1,    -1.2,     4.7,    -1.8,     0.7,
0951,2008-09-28,,     0.0,    11.3,    -4.3,     1.8,    -4.8,    -1.2,
0951,2008-09-29,,     0.0,    11.3,    -8.1,     0.8,    -8.4,    -4.1,
0951,2008-09-30,,     0.0,    11.3,-99.9,     5.4,-99.9,-99.9,
0951,2008-09-30,23:59,-99.9,    11.5,-99.9,-99.9,-99.9,-99.9,




