

California (PST) SCAN Site Eagle Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 10 17:34:25 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
2192,2017-11-08,,    0.95,     2.3,     6.1,    -6.4,     0.3,      -3,
2192,2017-11-09,,    1.14,     3.8,     8.2,    -0.4,     4.2,      -3,
2192,2017-11-10,,    1.49,     3.2,     8.3,     2.8,     4.5,      -3,
2192,2017-11-11,,    1.55,     3.0,     6.8,     2.6,     4.1,      -3,
2192,2017-11-12,,    1.55,    -0.7,    10.2,    -2.0,     3.0,      -3,
2192,2017-11-13,,    1.55,     3.3,     9.3,    -2.5,     2.4,      -3,
2192,2017-11-14,,    1.62,     4.4,     7.9,     3.3,     5.3,      -2,
2192,2017-11-15,,    1.63,     1.3,     8.9,     0.7,     4.2,      -3,
2192,2017-11-16,,    2.31,     5.0,     5.0,     0.2,     2.2,      -3,
2192,2017-11-17,,    2.41,     1.2,     7.3,     1.2,     4.1,      -3,
2192,2017-11-18,,    2.42,    -6.3,     2.8,    -6.3,    -1.0,      -3,
2192,2017-11-19,,    2.42,    -2.6,     4.8,    -6.8,    -1.0,      -3,
2192,2017-11-20,,    2.42,     4.9,     8.1,    -6.1,     1.1,      -3,
2192,2017-11-21,,    2.44,     6.1,     8.3,     3.0,     5.9,      -3,
2192,2017-11-22,,    2.44,     1.9,    14.6,     1.9,     6.6,      -3,
2192,2017-11-23,,    2.44,     3.0,    16.3,    -0.3,     6.3,      -3,
2192,2017-11-24,,    2.44,     4.9,    13.1,     2.0,     7.5,      -3,
2192,2017-11-25,,    2.44,     2.2,    12.0,     2.1,     6.7,      -3,
2192,2017-11-26,,    2.44,     6.7,    15.4,     1.7,     7.1,      -3,
2192,2017-11-27,,    2.73,     2.3,    12.6,     2.3,     7.7,      -3,
2192,2017-11-28,,    2.73,    -3.7,     4.5,    -3.7,     1.2,      -3,
2192,2017-11-29,,    2.73,    -2.8,     8.0,    -5.6,     0.2,      -3,
2192,2017-11-30,,    2.73,    -3.3,     5.6,    -4.8,    -0.1,      -3,
2192,2017-12-01,,    2.73,    -1.8,     5.2,    -4.7,    -0.2,      -3,
2192,2017-12-02,,    2.73,    -3.7,     8.5,    -4.5,    -0.1,      -3,
2192,2017-12-03,,    2.75,     1.5,     7.8,    -4.2,     1.6,      -3,
2192,2017-12-04,,    2.88,    -8.4,     1.5,    -8.4,    -2.7,      -3,
2192,2017-12-05,,    2.88,    -7.0,    -0.1,   -10.6,    -5.7,      -2,
2192,2017-12-06,,    2.88,    -4.2,     1.7,   -10.3,    -4.2,      -3,
2192,2017-12-07,,    2.88,    -4.9,     3.5,    -6.6,    -2.2,      -4,
2192,2017-12-08,,    2.88,    -5.8,     5.0,    -8.3,    -2.7,      -3,
2192,2017-12-09,,    2.88,    -5.3,     6.2,    -8.1,    -2.5,      -3,
2192,2017-12-10,,    2.88,    -5.6,     6.2,    -8.7,    -2.5,      -3,
2192,2017-12-11,,    2.88,    -4.9,     5.8,    -9.2,    -2.8,      -3,
2192,2017-12-12,,    2.88,    -8.1,     5.3,   -10.1,    -3.6,      -3,
2192,2017-12-13,,    2.88,    -8.6,     5.9,   -10.4,    -4.9,      -3,
2192,2017-12-14,,    2.88,    -6.1,     4.9,   -10.4,    -4.4,      -3,
2192,2017-12-15,,    2.88,    -5.2,     6.5,    -7.7,    -1.3,      -3,
2192,2017-12-16,,    2.93,    -0.8,     6.5,    -7.5,    -1.1,      -3,
2192,2017-12-17,,    2.93,    -5.7,     0.3,    -6.0,    -2.5,      -3,
2192,2017-12-18,,    2.93,    -4.1,     2.0,    -8.7,    -3.6,      -3,
2192,2017-12-19,,    2.93,    -5.2,     4.7,    -8.6,    -3.0,      -3,
2192,2017-12-20,,    2.93,    -0.1,     9.8,    -6.1,     1.9,      -4,
2192,2017-12-21,,    3.06,    -6.2,     0.0,    -8.2,    -3.9,      -2,
2192,2017-12-22,,    3.06,    -9.8,    -1.0,   -12.8,    -7.3,      -2,
2192,2017-12-23,,    3.06,    -0.7,     3.7,   -10.4,    -3.0,      -2,
2192,2017-12-24,,    3.06,    -1.9,     8.6,    -2.7,     1.5,      -2,
2192,2017-12-25,,    3.06,    -3.6,     3.5,    -3.8,    -0.3,      -2,
2192,2017-12-26,,    3.06,    -4.4,     8.5,    -5.1,    -0.3,      -3,
2192,2017-12-27,,    3.06,    -5.8,     6.1,    -7.9,    -2.8,      -3,
2192,2017-12-28,,    3.06,    -5.6,     7.4,    -8.3,    -2.9,      -3,
2192,2017-12-29,,    3.06,    -3.0,     7.8,    -8.5,    -1.6,      -4,
2192,2017-12-30,,    3.06,     1.9,    13.9,    -4.8,     3.5,      -3,
2192,2017-12-31,,    3.06,    -1.1,    13.1,    -2.5,     3.6,      -3,
2192,2018-01-01,,    3.06,     0.4,     7.5,    -4.8,     0.2,      -3,
2192,2018-01-02,,    3.06,    -2.7,    11.3,    -3.2,     1.5,      -4,
2192,2018-01-03,,    3.06,    -0.3,     7.9,    -5.1,     0.3,      -3,
2192,2018-01-04,,    3.07,     1.8,     7.9,    -2.1,     2.2,      -3,
2192,2018-01-05,,    3.09,     6.6,     7.7,     0.7,     4.4,      -3,
2192,2018-01-06,,    3.19,     3.5,     7.2,     3.5,     5.8,      -4,
2192,2018-01-07,,    3.20,    -3.9,     6.5,    -3.9,     0.6,      -2,
2192,2018-01-08,,    3.20,     0.4,     5.1,    -5.8,    -0.9,      -3,
2192,2018-01-09,,    3.29,     2.4,     2.6,    -0.8,     1.4,      -2,
2192,2018-01-10,,    3.46,     0.8,     5.0,     0.4,     2.7,      -4,
2192,2018-01-11,,    3.54,    -1.1,     5.2,    -1.1,     1.5,      -3,
2192,2018-01-12,,    3.54,     0.8,     7.3,    -1.4,     2.7,      -3,
2192,2018-01-13,,    3.54,    -3.1,     6.4,    -3.1,     0.3,      -3,
2192,2018-01-14,,    3.54,     1.4,     9.1,    -4.7,     1.1,      -3,
2192,2018-01-15,,    3.54,     0.7,     8.6,    -2.4,     2.7,      -3,
2192,2018-01-16,,    3.54,     0.3,     7.3,    -3.0,     1.7,      -3,
2192,2018-01-17,,    3.62,    -0.4,     6.4,    -1.7,     1.8,      -3,
2192,2018-01-18,,    3.62,     3.0,    11.5,    -1.5,     3.4,      -4,
2192,2018-01-19,,    4.23,    -0.7,     8.9,    -0.7,     3.9,      -3,
2192,2018-01-20,,    4.25,    -6.9,     1.3,    -6.9,    -2.5,      -3,
2192,2018-01-21,,    4.25,    -7.8,    -0.2,    -8.2,    -4.8,      -3,
2192,2018-01-22,,    4.25,    -1.8,     1.4,    -8.1,    -3.1,      -3,
2192,2018-01-23,,    4.25,    -4.3,     4.9,    -4.3,    -0.6,      -2,
2192,2018-01-24,,    4.25,    -2.3,     5.2,    -5.1,    -1.3,      -3,
2192,2018-01-25,,    4.25,    -2.1,     6.5,    -3.2,     0.3,       1,
2192,2018-01-26,,    4.64,    -5.1,     0.8,    -6.0,    -3.0,       1,
2192,2018-01-27,,    4.66,    -2.2,     1.1,    -8.3,    -3.4,       0,
2192,2018-01-28,,    4.67,    -3.9,     5.0,    -4.1,    -0.4,       0,
2192,2018-01-29,,    4.67,    -3.4,     5.4,    -5.1,    -1.6,      -1,
2192,2018-01-30,,    4.67,    -3.0,     5.4,    -4.1,    -1.0,      -1,
2192,2018-01-31,,    4.67,    -1.8,    12.6,    -4.8,     2.0,      -1,
2192,2018-02-01,,    4.67,     0.4,    11.0,    -4.8,     1.2,      -2,
2192,2018-02-02,,    4.67,    -1.4,    12.2,    -1.8,     3.3,      -2,
2192,2018-02-03,,    4.67,    -0.7,    12.5,    -3.7,     2.5,      -3,
2192,2018-02-04,,    4.67,    -0.7,    13.2,    -2.8,     3.2,      -3,
2192,2018-02-05,,    4.67,    -0.9,    12.7,    -3.3,     2.5,      -3,
2192,2018-02-06,,    4.67,    -0.7,    12.7,    -2.2,     3.1,      -3,
2192,2018-02-07,,    4.67,    -2.7,     9.8,    -4.8,     1.0,      -3,
2192,2018-02-08,,    4.67,    -1.5,    12.5,    -4.4,     2.0,      -3,
2192,2018-02-09,,    4.67,    -0.3,    16.6,    -4.1,     3.7,      -3,
2192,2018-02-10,,    4.67,    -0.5,    10.2,    -2.7,     2.4,      -3,
2192,2018-02-11,,    4.67,    -6.0,     4.7,    -6.0,     0.1,      -3,
2192,2018-02-12,,    4.67,    -3.3,     5.4,    -8.7,    -3.3,      -3,
2192,2018-02-13,,    4.70,    -6.6,     0.3,    -6.6,    -3.2,      -3,
2192,2018-02-14,,    4.70,    -6.2,     3.7,   -10.3,    -3.7,      -3,
2192,2018-02-15,,    4.70,    -4.3,     6.8,    -8.3,    -1.2,      -3,
2192,2018-02-16,,    4.70,    -6.1,     3.2,    -8.9,    -3.5,      -3,
2192,2018-02-17,,    4.70,    -3.4,     8.6,    -8.7,    -0.8,      -3,
2192,2018-02-18,,    4.70,     3.2,    13.0,    -5.9,     2.6,      -3,
2192,2018-02-19,,    4.70,    -7.6,     3.5,    -8.4,    -0.9,      -2,
2192,2018-02-20,,    4.86,    -9.9,    -3.2,   -11.6,    -7.8,      -2,
2192,2018-02-21,,    4.91,   -11.7,    -1.7,   -15.7,    -8.5,      -2,
2192,2018-02-22,,    4.91,    -2.6,     1.9,   -13.7,    -5.3,      -2,
2192,2018-02-23,,    5.00,    -8.9,     1.2,   -11.6,    -5.7,      -1,
2192,2018-02-24,,    5.04,   -11.2,    -3.2,   -13.2,    -8.3,      -1,
2192,2018-02-25,,    5.04,    -5.5,     0.6,   -12.3,    -5.1,      -1,
2192,2018-02-26,,    5.05,    -0.8,     5.0,   -12.8,    -3.3,      -2,
2192,2018-02-27,,    5.18,   -10.0,    -0.8,   -10.0,    -4.4,       0,
2192,2018-02-28,,    5.18,   -10.7,     0.4,   -17.1,    -7.8,      -1,
2192,2018-03-01,,    5.18,    -1.8,     2.4,   -13.2,    -5.0,      -1,
2192,2018-03-02,,    5.21,    -5.2,     3.8,    -5.2,    -0.6,       5,
2192,2018-03-03,,    5.57,    -5.5,     0.9,    -9.1,    -4.8,       5,
2192,2018-03-04,,    5.68,    -4.7,     1.5,    -6.1,    -3.5,       2,
2192,2018-03-05,,    5.68,    -9.6,     1.4,    -9.6,    -4.4,       2,
2192,2018-03-06,,    5.68,    -7.9,     3.1,   -11.8,    -5.3,       2,
2192,2018-03-07,,    5.68,    -3.5,     6.5,   -10.2,    -2.4,       1,
2192,2018-03-08,,    5.68,     5.3,     9.8,    -4.8,     2.4,       0,
2192,2018-03-09,,    5.82,     0.5,     7.5,     0.2,     3.7,       0,
2192,2018-03-10,,    5.82,    -3.3,     8.0,    -3.5,     1.2,      -1,
2192,2018-03-11,,    5.98,    -0.4,     3.7,    -3.8,    -0.7,      -1,
2192,2018-03-12,,    5.98,    -2.6,     8.1,    -2.6,     1.3,      -3,
2192,2018-03-13,,    5.98,     7.7,    13.4,    -3.6,     4.8,      -3,
2192,2018-03-14,,    6.67,    -1.3,     7.7,    -1.3,     3.4,      -3,
2192,2018-03-15,,    6.87,    -3.7,     2.8,    -3.7,    -1.4,      -3,
2192,2018-03-16,,    6.90,    -3.3,     1.6,    -5.6,    -2.3,      -2,
2192,2018-03-17,,    7.03,    -5.1,     1.0,    -5.1,    -2.8,       0,
2192,2018-03-18,,    7.14,    -7.4,     2.3,    -7.5,    -3.5,      -2,
2192,2018-03-19,,    7.14,    -2.9,     4.4,    -8.5,    -2.2,      -3,
2192,2018-03-20,,    7.14,    -1.4,     8.1,    -5.9,     0.3,      -3,
2192,2018-03-21,,    7.34,    -0.6,     9.7,    -1.7,     2.2,      -3,
2192,2018-03-22,,    8.07,     3.2,     7.1,    -0.7,     3.0,      -3,
2192,2018-03-23,,    9.80,     0.7,     5.3,    -1.4,     1.2,      -3,
2192,2018-03-24,,    9.80,    -1.1,     5.3,    -2.0,     0.8,      -3,
2192,2018-03-25,,    9.81,    -3.8,     4.7,    -4.1,    -0.9,      -3,
2192,2018-03-26,,    9.86,    -4.9,     2.5,    -5.5,    -2.3,      -3,
2192,2018-03-27,,    9.86,    -2.6,     5.9,    -6.9,    -0.7,      -3,
2192,2018-03-28,,    9.86,     0.4,    13.2,    -4.7,     3.6,      -3,
2192,2018-03-29,,    9.86,     0.4,    15.5,    -1.9,     6.2,      -3,
2192,2018-03-30,,    9.86,     0.5,    16.5,    -2.4,     6.5,      -3,
2192,2018-03-31,,    9.86,     3.5,    19.1,    -2.3,     7.4,      -3,
2192,2018-04-01,,    9.86,     2.0,    18.1,    -1.0,     8.0,      -3,
2192,2018-04-02,,    9.86,     7.1,    18.0,    -2.3,     7.6,      -3,
2192,2018-04-03,,    9.86,    -3.3,    11.8,    -3.3,     6.2,      -3,
2192,2018-04-04,,    9.86,     7.4,    16.3,    -6.4,     4.7,      -3,
2192,2018-04-05,,    9.86,     5.8,    16.8,     3.8,     9.3,      -3,
2192,2018-04-06,,    9.90,     3.6,    13.3,     3.3,     6.5,      -3,
2192,2018-04-07,,   10.39,     6.7,     7.5,     3.1,     5.4,      -3,
2192,2018-04-08,,   10.94,     2.5,     9.9,     2.3,     5.9,      -3,
2192,2018-04-09,,   10.94,     0.1,    12.6,     0.0,     5.1,      -3,
2192,2018-04-10,,   10.94,    12.2,    17.0,    -2.8,     7.9,      -3,
2192,2018-04-11,,   10.94,     4.6,    15.3,     4.6,     9.2,      -3,
2192,2018-04-12,,   10.94,    -3.3,    10.5,    -3.5,     4.2,      -2,
2192,2018-04-13,,   11.14,    -3.1,     3.5,    -5.4,    -0.9,      -3,
2192,2018-04-14,,   11.14,     0.7,    11.4,    -6.0,     2.8,      -3,
2192,2018-04-15,,   11.14,     7.3,    16.5,    -2.5,     6.9,      -3,
2192,2018-04-16,,   11.33,    -2.2,    13.1,    -2.3,     5.2,      -3,
2192,2018-04-17,,   11.49,    -2.9,     1.5,    -3.2,    -1.3,      -3,
2192,2018-04-18,,   11.51,    -1.5,     6.4,    -5.1,     0.4,      -3,
2192,2018-04-19,,   11.53,    -2.6,     4.2,    -2.6,     0.4,      -3,
2192,2018-04-20,,   11.53,     1.8,     8.5,    -2.6,     2.9,      -3,
2192,2018-04-21,,   11.53,     3.8,    17.0,    -2.3,     7.4,      -3,
2192,2018-04-22,,   11.53,     6.5,    20.8,    -0.5,    10.2,      -3,
2192,2018-04-23,,   11.53,     3.5,    18.4,     0.7,     9.4,      -3,
2192,2018-04-24,,   11.53,     3.8,    18.1,    -0.9,     8.6,      -3,
2192,2018-04-25,,   11.53,     5.3,    19.0,     2.6,    10.9,      -3,
2192,2018-04-26,,   11.53,     7.2,    23.2,     1.7,    12.8,      -3,
2192,2018-04-27,,   11.53,    12.4,    24.5,     3.1,    14.0,      -3,
2192,2018-04-28,,   11.55,     2.2,    14.1,     2.1,     9.6,      -2,
2192,2018-04-29,,   11.58,     1.6,     8.5,     0.1,     4.1,      -3,
2192,2018-04-30,,   11.67,    -0.3,     7.3,    -0.3,     2.9,      -3,
2192,2018-05-01,,   11.67,     2.6,    10.8,    -2.0,     4.2,      -3,
2192,2018-05-02,,   11.75,     2.4,    12.3,    -0.6,     5.6,      -2,
2192,2018-05-03,,   11.75,     3.3,    16.4,    -2.1,     7.4,      -3,
2192,2018-05-04,,   11.75,     7.0,    21.2,     0.3,    11.0,      -3,
2192,2018-05-05,,   11.75,     8.1,    22.3,     2.5,    12.4,      -2,
2192,2018-05-06,,   11.75,     8.1,    19.5,     4.3,    12.1,      -2,
2192,2018-05-07,,   11.75,     7.5,    21.1,     3.5,    12.6,      -2,
2192,2018-05-08,,   11.75,     8.8,    24.1,     1.7,    13.4,      -2,
2192,2018-05-09,,   11.75,    11.0,    25.8,     4.5,    15.1,      -2,
2192,2018-05-10,,   11.75,     7.6,    21.4,     6.0,    13.7,      -1,
2192,2018-05-11,,   11.75,     5.4,    20.0,     3.0,    11.4,      -1,
2192,2018-05-12,,   11.75,     7.6,    13.8,     2.4,     7.6,       0,
2192,2018-05-13,,   11.75,     7.7,    15.9,     5.6,     9.6,      -1,
2192,2018-05-14,,   11.75,    10.7,    19.2,     4.0,    12.3,      -2,
2192,2018-05-15,,   11.75,    12.2,    19.7,     4.5,    12.4,       0,
2192,2018-05-16,,   11.75,     7.1,    18.5,     4.5,    11.0,      -1,
2192,2018-05-17,,   11.95,     7.6,    18.5,     4.7,     9.9,       0,
2192,2018-05-18,,   12.13,     6.6,    15.8,     6.6,     9.8,       1,
2192,2018-05-19,,   12.14,     7.7,    18.9,     4.8,    12.0,       0,
2192,2018-05-20,,   12.16,     6.7,    21.4,     3.5,    11.4,       1,
2192,2018-05-21,,   12.16,     7.1,    19.7,     5.3,    11.3,       1,
2192,2018-05-22,,   12.20,     8.4,    19.2,     3.7,    11.8,      -1,
2192,2018-05-23,,   12.23,     7.5,    21.2,     5.2,    12.1,       1,
2192,2018-05-24,,   12.46,     8.8,    20.6,     6.1,    11.4,       1,
2192,2018-05-25,,   12.74,     8.1,    20.5,     6.6,    11.8,       2,
2192,2018-05-26,,   13.75,     3.8,     8.2,     3.7,     6.6,       3,
2192,2018-05-27,,   13.90,     5.0,    11.1,     3.7,     6.8,       4,
2192,2018-05-28,,   13.91,     7.0,    19.8,     3.9,    11.7,       0,
2192,2018-05-29,,   13.91,     9.4,    23.0,     5.6,    14.7,       3,
2192,2018-05-30,,   13.91,    10.2,    26.4,     6.3,    15.9,       6,
2192,2018-05-31,,   13.91,     7.5,    22.3,     7.5,    14.3,       7,
2192,2018-06-01,,   13.91,     4.6,    14.3,     4.6,     9.3,       4,
2192,2018-06-02,,   13.91,     8.5,    20.8,     1.4,    11.5,       5,
2192,2018-06-03,,   13.91,    10.7,    26.1,     3.6,    15.5,       5,
2192,2018-06-04,,   13.91,    12.8,    28.7,     6.7,    17.8,       4,
2192,2018-06-05,,   13.91,     9.8,    25.6,     9.8,    17.7,       5,
2192,2018-06-06,,   13.91,     8.8,    24.3,     4.9,    14.5,       5,
2192,2018-06-07,,   13.91,    10.9,    24.1,     4.2,    15.1,       5,
2192,2018-06-08,,   14.01,     8.7,    22.2,     6.7,    14.2,       9,
2192,2018-06-09,,   14.01,    13.6,    24.3,     4.4,    14.9,       9,
2192,2018-06-10,,   14.02,     1.4,    16.6,     1.4,    10.3,       8,
2192,2018-06-11,,   14.02,     6.4,    19.9,    -2.4,     9.3,       8,
2192,2018-06-12,,   14.02,    10.2,    24.0,     2.8,    14.0,       3,
2192,2018-06-13,,   14.02,    11.6,    29.0,     5.0,    17.6,       1,
2192,2018-06-14,,   14.02,    13.0,    29.1,     7.0,    18.7,       0,
2192,2018-06-15,,   14.02,    11.9,    27.8,     9.6,    18.1,       8,
2192,2018-06-16,,   14.02,     9.2,    24.6,     7.5,    15.7,      10,
2192,2018-06-17,,   14.12,     7.0,    22.4,     5.6,    12.7,       8,
2192,2018-06-18,,   14.21,     6.5,    16.5,     6.1,     9.8,       6,
2192,2018-06-19,,   14.21,     8.4,    20.7,     4.7,    12.6,      10,
2192,2018-06-20,,   14.21,    11.9,    24.2,     4.9,    15.3,       7,
2192,2018-06-21,,   14.21,    12.2,    27.4,     7.8,    17.9,       9,
2192,2018-06-22,,   14.21,    11.5,    28.2,     7.1,    17.9,       8,
2192,2018-06-23,,   14.21,    14.1,    28.9,     8.6,    19.3,      10,
2192,2018-06-24,,   14.21,    13.2,    27.2,     8.1,    18.4,       9,
2192,2018-06-25,,   14.21,    19.6,    30.4,     7.7,    20.4,      11,
2192,2018-06-26,,   14.21,    13.8,    30.2,    10.3,    20.7,      10,
2192,2018-06-27,,   14.21,    13.1,    30.1,     9.4,    19.6,      11,
2192,2018-06-28,,   14.21,    14.2,    29.3,     7.2,    18.9,       6,
2192,2018-06-29,,   14.21,    13.0,    25.3,    10.0,    17.4,      10,
2192,2018-06-30,,   14.21,    12.9,    24.5,     7.3,    16.5,       9,
2192,2018-07-01,,   14.21,    13.3,    28.1,     9.7,    19.2,      10,
2192,2018-07-02,,   14.21,    16.5,    30.5,    10.2,    21.3,       1,
2192,2018-07-03,,   14.21,    13.6,    30.0,    11.7,    20.5,       1,
2192,2018-07-04,,   14.21,    11.5,    26.3,     9.2,    17.2,      -2,
2192,2018-07-05,,   14.21,    13.4,    27.7,     7.3,    17.8,       2,
2192,2018-07-06,,   14.21,    12.1,    26.8,     7.2,    18.0,       2,
2192,2018-07-07,,   14.21,    10.8,    24.8,    10.4,    17.1,       6,
2192,2018-07-08,,   14.21,    13.7,    29.1,     7.6,    18.9,       6,
2192,2018-07-09,,   14.21,    13.2,    30.5,     8.8,    20.1,       9,
2192,2018-07-10,,   14.21,    13.0,    30.4,     7.2,    19.2,      10,
2192,2018-07-11,,   14.21,    15.3,    30.1,     7.9,    19.8,       0,
2192,2018-07-12,,   14.21,    16.2,    32.2,     9.7,    21.5,      -1,
2192,2018-07-13,,   14.21,    18.6,    33.6,    11.3,    22.6,      -1,
2192,2018-07-14,,   14.21,    18.2,    31.1,    13.3,    22.8,       5,
2192,2018-07-15,,   14.21,    21.6,    32.6,    17.0,    24.6,      -2,
2192,2018-07-16,,   14.21,    14.5,    32.5,    14.4,    23.0,       1,
2192,2018-07-17,,   14.21,    17.6,    31.5,    11.2,    21.5,       8,
2192,2018-07-18,,   14.21,    18.7,    33.7,    12.0,    23.4,       4,
2192,2018-07-19,,   14.21,    17.2,    33.6,    14.0,    23.7,      -2,
2192,2018-07-20,,   14.21,    17.1,    34.2,    11.8,    23.0,       2,
2192,2018-07-21,,   14.21,    17.1,    33.0,    11.8,    23.0,       0,
2192,2018-07-22,,   14.21,    17.2,    32.1,    12.2,    22.6,       4,
2192,2018-07-23,,   14.21,    17.9,    31.3,    13.6,    21.5,       1,
2192,2018-07-24,,   14.21,    19.0,    32.4,    13.7,    22.9,       0,
2192,2018-07-25,,   14.21,    17.7,    33.9,    14.3,    23.3,      -1,
2192,2018-07-26,,   14.21,    18.2,    33.2,    14.1,    23.8,      -3,
2192,2018-07-27,,   14.21,    18.3,    32.0,    14.4,    22.7,       8,
2192,2018-07-28,,   14.21,    18.4,    34.1,    12.6,    23.3,       2,
2192,2018-07-29,,   14.21,    15.8,    31.2,    13.3,    21.2,       0,
2192,2018-07-30,,   14.21,    18.6,    34.2,    11.2,    22.0,       1,
2192,2018-07-31,,   14.21,    17.6,    34.6,    13.4,    23.2,      -1,
2192,2018-08-01,,   14.21,    17.9,    34.2,    12.1,    22.6,      -2,
2192,2018-08-02,,   14.21,    16.1,    33.2,    11.8,    22.5,       6,
2192,2018-08-03,,   14.21,    14.5,    30.5,     9.7,    20.4,       8,
2192,2018-08-04,,   14.21,    14.2,    30.0,     9.0,    19.6,       2,
2192,2018-08-05,,   14.21,    11.9,    27.8,     8.4,    18.1,       2,
2192,2018-08-06,,   14.21,    12.3,    25.6,     7.1,    16.9,       2,
2192,2018-08-07,,   14.21,    15.1,    30.0,     7.3,    19.2,      -4,
2192,2018-08-08,,   14.21,    16.4,    33.0,    10.8,    22.0,       4,
2192,2018-08-09,,   14.21,    15.6,    33.3,    11.2,    22.1,       1,
2192,2018-08-10,,   14.21,    17.7,    35.5,    10.7,    23.2,       1,
2192,2018-08-11,,   14.21,    16.7,    33.7,    11.7,    22.3,       1,
2192,2018-08-12,,   14.21,    15.4,    32.2,    11.5,    21.9,       8,
2192,2018-08-13,,   14.21,    15.1,    32.0,    10.1,    20.8,       1,
2192,2018-08-14,,   14.21,    14.1,    31.6,     8.7,    20.2,       7,
2192,2018-08-15,,   14.21,    19.2,    32.1,     9.2,    21.2,       1,
2192,2018-08-16,,   14.21,    15.9,    31.2,    14.0,    22.0,      -3,
2192,2018-08-17,,   14.21,    16.4,    30.1,    10.5,    20.8,       8,
