

California (PST) SCAN Site Eagle Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 10 17:34:24 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
2192,2016-11-22,,    3.96,    -4.0,     5.0,    -4.1,     0.2,       0,
2192,2016-11-23,,    3.96,    -0.3,     4.7,    -4.5,    -0.5,       6,
2192,2016-11-24,,    4.06,    -6.6,     1.6,    -6.7,    -1.9,       0,
2192,2016-11-25,,    4.06,    -2.4,     5.5,    -8.5,    -2.7,       0,
2192,2016-11-26,,    4.07,    -0.7,     7.6,    -5.4,    -0.4,       0,
2192,2016-11-27,,    4.07,    -0.9,     7.4,    -7.1,    -0.4,       0,
2192,2016-11-28,,    4.19,    -0.3,     0.9,    -4.0,    -1.0,       0,
2192,2016-11-29,,    4.19,    -5.0,     2.4,    -5.0,     0.0,       2,
2192,2016-11-30,,    4.19,    -6.5,     2.8,    -8.0,    -3.2,       1,
2192,2016-12-01,,    4.21,    -5.2,     2.1,    -7.7,    -2.6,       4,
2192,2016-12-02,,    4.21,    -9.3,     0.8,    -9.3,    -4.5,       6,
2192,2016-12-03,,    4.21,    -5.8,     1.4,   -10.9,    -4.9,       0,
2192,2016-12-04,,    4.21,    -3.1,     7.0,    -9.0,    -2.7,       0,
2192,2016-12-05,,    4.21,     0.3,     6.8,    -6.3,     0.0,       2,
2192,2016-12-06,,    4.21,    -7.2,     4.5,    -7.2,    -1.5,       0,
2192,2016-12-07,,    4.21,    -9.7,     0.3,    -9.9,    -5.8,       2,
2192,2016-12-08,,    4.21,    -6.1,    -3.1,   -13.7,    -7.7,       1,
2192,2016-12-09,,    4.44,     2.6,     4.1,    -6.2,    -0.3,       0,
2192,2016-12-10,,    4.50,     3.4,     8.1,     2.6,     4.9,       6,
2192,2016-12-11,,    5.13,    -3.5,     4.7,    -3.5,     1.8,       2,
2192,2016-12-12,,    5.14,     1.0,     3.6,    -5.9,    -0.7,       3,
2192,2016-12-13,,    5.14,    -4.2,     5.7,    -6.4,    -1.4,       0,
2192,2016-12-14,,    5.25,     1.3,     5.1,    -4.2,     0.4,       3,
2192,2016-12-15,,    5.34,     5.9,     6.7,     1.3,     4.6,       2,
2192,2016-12-16,,    6.49,     0.7,     6.1,     0.5,     2.9,       0,
2192,2016-12-17,,    6.54,    -7.5,     0.9,    -7.5,    -3.8,       0,
2192,2016-12-18,,    6.54,   -12.0,    -2.0,   -13.3,    -8.1,       1,
2192,2016-12-19,,    6.54,   -11.2,    -3.6,   -13.6,    -8.9,       0,
2192,2016-12-20,,    6.54,    -6.1,     0.1,   -12.2,    -6.6,       1,
2192,2016-12-21,,    6.61,    -0.6,     3.3,    -8.5,    -2.7,       2,
2192,2016-12-22,,    6.61,    -1.7,     3.6,    -4.9,    -0.7,       1,
2192,2016-12-23,,    6.61,    -4.2,     2.2,    -4.5,    -1.3,       3,
2192,2016-12-24,,    6.67,    -6.5,     2.5,    -6.8,    -1.5,       4,
2192,2016-12-25,,    6.70,   -13.3,    -3.2,   -13.3,    -6.9,       1,
2192,2016-12-26,,    6.70,   -13.8,    -5.7,   -15.4,   -12.2,       1,
2192,2016-12-27,,    6.70,   -10.4,    -3.0,   -15.4,   -10.3,       0,
2192,2016-12-28,,    6.83,    -5.9,     4.8,   -10.9,    -3.7,       0,
2192,2016-12-29,,    6.88,    -7.8,     5.2,   -10.4,    -4.3,       0,
2192,2016-12-30,,    6.90,    -7.8,     5.1,   -10.5,    -4.7,       0,
2192,2016-12-31,,    6.90,    -1.0,     8.1,   -11.8,    -2.8,       0,
2192,2017-01-01,,    6.90,    -8.2,     3.5,    -8.8,    -3.2,       0,
2192,2017-01-02,,    6.90,    -6.3,     0.8,   -11.0,    -5.3,       0,
2192,2017-01-03,,    6.90,    -4.7,    -3.4,    -7.5,    -5.5,       6,
2192,2017-01-04,,    6.98,    -1.0,    -0.8,    -4.7,    -2.5,      12,
2192,2017-01-05,,    7.30,    -6.2,     0.3,    -6.2,    -2.0,       7,
2192,2017-01-06,,    7.30,   -19.2,    -5.0,   -19.2,   -10.0,       6,
2192,2017-01-07,,    7.30,   -10.3,    -7.6,   -19.8,   -12.5,       7,
2192,2017-01-08,,    7.70,     1.3,     2.2,   -10.3,    -4.9,       8,
2192,2017-01-09,,    9.89,     1.9,     4.6,    -0.7,     1.9,       4,
2192,2017-01-10,,    9.94,    -1.1,     1.9,    -1.6,    -0.4,       6,
2192,2017-01-11,,   10.81,    -0.3,     0.3,    -1.2,    -0.7,       9,
2192,2017-01-12,,   11.55,    -4.7,     2.5,    -4.7,    -1.3,       8,
2192,2017-01-13,,   11.64,    -8.0,    -2.0,    -9.9,    -5.4,       8,
2192,2017-01-14,,   11.77,    -5.4,     0.4,   -14.1,    -7.7,       9,
2192,2017-01-15,,   11.77,    -3.5,    -1.5,    -5.4,    -3.2,       8,
2192,2017-01-16,,   11.77,    -6.1,    -2.8,    -6.1,    -4.2,       8,
2192,2017-01-17,,   11.77,    -5.2,    -1.5,    -6.8,    -5.0,       8,
2192,2017-01-18,,   11.77,    -3.2,    -1.3,    -6.4,    -4.4,       8,
2192,2017-01-19,,   11.92,    -0.3,     2.4,    -3.9,    -0.3,       8,
2192,2017-01-20,,   11.94,    -1.8,     2.3,    -2.8,    -0.6,       8,
2192,2017-01-21,,   12.00,    -1.9,     1.9,    -3.5,    -1.6,      10,
2192,2017-01-22,,   12.00,    -1.9,     1.9,    -3.7,    -1.1,      10,
2192,2017-01-23,,   12.31,    -4.7,     0.8,    -4.8,    -2.2,      14,
2192,2017-01-24,,   12.48,    -7.5,     1.1,   -11.2,    -4.4,      16,
2192,2017-01-25,,   12.64,   -14.3,     0.1,   -14.3,    -7.7,      15,
2192,2017-01-26,,   12.64,    -7.9,    -2.0,   -14.6,    -7.8,      15,
2192,2017-01-27,,   12.66,   -12.1,     0.7,   -14.7,    -6.1,      14,
2192,2017-01-28,,   12.66,   -13.7,     1.1,   -18.6,    -9.2,      14,
2192,2017-01-29,,   12.66,   -10.4,     0.8,   -16.6,    -8.7,      14,
2192,2017-01-30,,   12.66,   -10.2,    -0.4,   -14.8,    -8.1,      14,
2192,2017-01-31,,   12.66,   -12.8,     1.3,   -13.3,    -7.7,      13,
2192,2017-02-01,,   12.66,    -2.6,     1.8,   -14.8,    -6.6,      14,
2192,2017-02-02,,   12.66,     1.8,     8.4,    -8.9,    -0.9,      13,
2192,2017-02-03,,   12.73,     1.7,     2.5,    -1.2,     1.2,      11,
2192,2017-02-04,,   13.33,     2.1,     3.8,    -0.7,     1.8,      10,
2192,2017-02-05,,   13.42,     1.4,     5.5,     0.7,     2.2,       9,
2192,2017-02-06,,   13.47,     0.3,     7.7,    -0.9,     2.8,       9,
2192,2017-02-07,,   13.86,    -0.7,     4.4,    -0.9,     1.4,       8,
2192,2017-02-08,,   14.88,     4.1,     6.6,    -1.0,     2.5,       8,
2192,2017-02-09,,   15.00,     6.4,    10.3,     2.1,     5.3,       6,
2192,2017-02-10,,   16.17,     2.6,     6.9,     1.3,     4.1,       4,
2192,2017-02-11,,   16.17,    -0.8,     7.5,    -0.8,     2.6,       3,
2192,2017-02-12,,   16.17,    -4.0,     5.5,    -4.5,    -0.5,       3,
2192,2017-02-13,,   16.17,    -2.9,     6.1,    -7.8,    -1.5,       2,
2192,2017-02-14,,   16.17,    -2.4,     6.9,    -4.1,     0.5,       2,
2192,2017-02-15,,   16.17,    -3.0,     9.6,    -6.2,     0.7,       1,
2192,2017-02-16,,   16.17,     7.4,    11.1,    -3.7,     4.1,       0,
2192,2017-02-17,,   16.60,    -0.7,     7.8,    -1.2,     2.7,       0,
2192,2017-02-18,,   16.90,    -0.8,     0.8,    -1.0,    -0.4,       2,
2192,2017-02-19,,   17.26,     1.0,     4.2,    -0.9,     1.2,       0,
2192,2017-02-20,,   17.27,     2.0,     3.9,    -0.6,     1.0,       0,
2192,2017-02-21,,   18.41,     0.7,     3.6,    -1.1,     0.8,       3,
2192,2017-02-22,,   19.29,    -3.1,     3.1,    -3.2,     0.0,       2,
2192,2017-02-23,,   19.62,    -5.5,     3.3,    -6.2,    -3.2,       3,
2192,2017-02-24,,   19.65,   -10.7,    -1.6,   -10.8,    -5.9,       3,
2192,2017-02-25,,   19.65,    -6.3,     0.4,   -13.2,    -6.8,       2,
2192,2017-02-26,,   19.66,   -10.7,     0.5,   -10.8,    -4.8,       4,
2192,2017-02-27,,   19.67,    -6.4,     2.8,   -12.2,    -5.2,       3,
2192,2017-02-28,,   19.78,    -4.7,     1.5,   -12.0,    -5.0,       3,
2192,2017-03-01,,   19.78,    -7.0,     2.6,    -9.0,    -3.0,       3,
2192,2017-03-02,,   19.78,    -5.6,     5.8,   -10.6,    -3.2,       3,
2192,2017-03-03,,   19.78,    -2.9,     8.6,    -9.1,    -1.1,       2,
2192,2017-03-04,,   19.78,     0.0,    10.1,    -4.6,     1.5,       2,
2192,2017-03-05,,   19.82,    -2.2,     6.3,    -2.2,     1.0,       3,
2192,2017-03-06,,   19.98,    -6.7,     0.9,    -9.1,    -4.8,       5,
2192,2017-03-07,,   20.46,    -1.8,     1.3,    -7.1,    -3.0,       4,
2192,2017-03-08,,   20.47,     1.0,     3.6,    -2.3,     0.0,       4,
2192,2017-03-09,,   20.47,     2.3,     9.8,     0.5,     4.5,       2,
2192,2017-03-10,,   20.47,     1.8,    13.6,    -1.6,     5.1,       1,
2192,2017-03-11,,   20.47,    -0.2,    14.0,    -0.2,     5.7,       0,
2192,2017-03-12,,   20.47,     1.0,    16.1,    -2.0,     5.6,       0,
2192,2017-03-13,,   20.47,    -0.5,    16.2,    -2.8,     4.9,       0,
2192,2017-03-14,,   20.47,     1.0,    19.2,    -3.5,     6.0,       0,
2192,2017-03-15,,   20.47,     3.6,    18.3,    -2.7,     5.9,       0,
2192,2017-03-16,,   20.47,     4.2,    16.7,     2.3,     7.7,       0,
2192,2017-03-17,,   20.47,     1.5,    13.3,     1.5,     7.1,       0,
2192,2017-03-18,,   20.47,    11.0,    17.0,    -1.2,     8.0,       0,
2192,2017-03-19,,   20.47,     4.8,    11.0,     3.3,     7.3,       0,
2192,2017-03-20,,   20.47,     3.4,    12.7,     2.7,     7.3,       0,
2192,2017-03-21,,   20.48,     4.1,    15.4,     1.6,     7.0,       0,
2192,2017-03-22,,   21.67,     2.2,     7.2,    -0.5,     3.2,       0,
2192,2017-03-23,,   21.68,    -0.5,     6.6,    -1.1,     2.1,       0,
2192,2017-03-24,,   21.68,     1.7,     8.5,    -3.2,     2.8,       0,
2192,2017-03-25,,   21.73,     0.2,     4.3,    -0.2,     1.9,       0,
2192,2017-03-26,,   21.74,    -0.8,     9.1,    -3.3,     2.6,       1,
2192,2017-03-27,,   21.78,     0.1,     7.6,    -2.2,     1.6,       0,
2192,2017-03-28,,   21.79,    -1.4,     7.0,    -2.7,     1.5,       0,
2192,2017-03-29,,   21.79,    -0.8,     9.8,    -3.1,     2.9,       0,
2192,2017-03-30,,   21.80,     5.5,    15.0,    -2.8,     5.4,       0,
2192,2017-03-31,,   22.02,    -0.7,     5.7,    -2.2,     1.2,       0,
2192,2017-04-01,,   22.02,    -0.5,     9.1,    -2.4,     2.8,       0,
2192,2017-04-02,,   22.02,     4.9,    16.7,    -3.2,     6.4,       0,
2192,2017-04-03,,   22.02,     2.6,    15.2,     2.5,     8.1,       0,
2192,2017-04-04,,   22.02,    -1.5,    11.6,    -2.2,     4.1,       0,
2192,2017-04-05,,   22.02,     4.2,    15.7,    -1.5,     7.2,       0,
2192,2017-04-06,,   22.02,     6.2,    17.4,     3.0,     8.7,       0,
2192,2017-04-07,,   22.85,     0.2,     7.1,     0.2,     4.4,       0,
2192,2017-04-08,,   23.41,    -0.8,     5.1,    -0.8,     1.4,       0,
2192,2017-04-09,,   23.57,    -3.5,     4.1,    -3.9,    -0.6,       0,
2192,2017-04-10,,   23.60,    -0.2,     6.9,    -6.7,     0.4,       0,
2192,2017-04-11,,   23.60,     3.2,     9.4,    -0.4,     3.9,       0,
2192,2017-04-12,,   23.60,     4.8,     7.4,     1.8,     4.3,       0,
2192,2017-04-13,,   23.76,     1.7,     9.1,     1.4,     5.5,       0,
2192,2017-04-14,,   23.86,    -2.4,     6.5,    -2.4,     1.7,       0,
2192,2017-04-15,,   23.87,    -2.8,     5.4,    -4.9,     0.2,       0,
2192,2017-04-16,,   23.87,     1.6,    12.8,    -5.1,     3.7,       0,
2192,2017-04-17,,   23.93,     4.3,    13.9,    -0.6,     5.1,       0,
2192,2017-04-18,,   23.96,     4.7,    11.3,     3.2,     6.0,       0,
2192,2017-04-19,,   23.96,     1.1,    12.9,     1.1,     6.9,       0,
2192,2017-04-20,,   23.97,     1.9,    13.1,    -2.2,     4.9,       0,
2192,2017-04-21,,   23.99,    -1.4,     9.8,    -1.4,     4.2,       0,
2192,2017-04-22,,   23.99,     6.3,    15.5,    -3.5,     6.7,       0,
2192,2017-04-23,,   23.99,     2.5,    15.6,     1.8,     8.5,       0,
2192,2017-04-24,,   23.99,     5.3,    15.2,    -1.1,     6.9,       0,
2192,2017-04-25,,   24.01,     1.3,     9.6,     1.3,     5.2,       0,
2192,2017-04-26,,   24.01,     5.6,    11.5,     0.1,     5.1,       0,
2192,2017-04-27,,   24.02,     4.4,    14.0,     3.7,     7.7,       0,
2192,2017-04-28,,   24.05,     0.2,    10.5,    -0.4,     4.9,       0,
2192,2017-04-29,,   24.05,    -0.8,    10.3,    -2.5,     3.5,       0,
2192,2017-04-30,,   24.05,     2.3,    15.3,    -3.9,     6.1,       0,
2192,2017-05-01,,   24.05,     6.1,    19.0,    -0.6,     9.5,       0,
2192,2017-05-02,,   24.05,     8.6,    21.8,     1.6,    11.9,       0,
2192,2017-05-03,,   24.05,     9.2,    19.9,     3.9,    12.4,       0,
2192,2017-05-04,,   24.05,     8.5,    23.4,     3.9,    14.2,       0,
2192,2017-05-05,,   24.05,    15.2,    26.4,     5.4,    16.3,       0,
2192,2017-05-06,,   24.05,     8.5,    20.4,     8.5,    13.8,       0,
2192,2017-05-07,,   24.06,     4.7,    11.9,     4.1,     7.2,       0,
2192,2017-05-08,,   24.06,     5.0,    17.6,     1.0,     9.2,       0,
2192,2017-05-09,,   24.06,     4.6,    20.1,     0.8,    10.4,       0,
2192,2017-05-10,,   24.06,     7.8,    23.6,     1.8,    13.0,       0,
2192,2017-05-11,,   24.06,    11.5,    24.1,     3.1,    14.3,       0,
2192,2017-05-12,,   24.06,     7.0,    19.4,     7.0,    12.3,       0,
2192,2017-05-13,,   24.06,     1.2,    11.1,     0.8,     5.9,       0,
2192,2017-05-14,,   24.06,     1.6,    11.1,    -1.3,     4.2,       0,
2192,2017-05-15,,   24.06,    -0.5,    13.0,    -1.8,     4.1,       0,
2192,2017-05-16,,   24.06,     7.0,    15.4,    -1.5,     7.1,       0,
2192,2017-05-17,,   24.06,     2.1,     9.1,     2.1,     6.3,       0,
2192,2017-05-18,,   24.06,     3.2,    11.1,    -2.2,     4.7,       0,
2192,2017-05-19,,   24.06,     3.7,    17.3,    -0.9,     8.8,       0,
2192,2017-05-20,,   24.06,     8.0,    22.1,     0.1,    12.0,       0,
2192,2017-05-21,,   24.06,     9.3,    24.4,     5.1,    14.9,       0,
2192,2017-05-22,,   24.06,    10.6,    23.8,     3.9,    14.8,       0,
2192,2017-05-23,,   24.06,    10.3,    26.3,     5.8,    16.6,       2,
2192,2017-05-24,,   24.06,    11.4,    29.6,     6.3,    18.0,       1,
2192,2017-05-25,,   24.06,    12.5,    26.8,     6.8,    17.2,       1,
2192,2017-05-26,,   24.06,    10.7,    23.7,     6.4,    14.8,       1,
2192,2017-05-27,,   24.06,     7.5,    20.7,     6.5,    13.4,       2,
2192,2017-05-28,,   24.06,     8.8,    22.8,     3.8,    14.0,       0,
2192,2017-05-29,,   24.06,    11.7,    26.8,     4.1,    16.3,       2,
2192,2017-05-30,,   24.06,    10.4,    27.1,     6.2,    16.8,       1,
2192,2017-05-31,,   24.06,    13.8,    26.2,     6.5,    16.6,       1,
2192,2017-06-01,,   24.24,     8.2,    15.4,     7.3,    11.6,       1,
2192,2017-06-02,,   24.24,     7.7,    21.0,     4.8,    12.8,       0,
2192,2017-06-03,,   24.24,    10.5,    26.1,     3.9,    15.5,       0,
2192,2017-06-04,,   24.24,     9.2,    24.9,     6.3,    14.8,       2,
2192,2017-06-05,,   24.24,     9.3,    24.6,     5.3,    15.1,       2,
2192,2017-06-06,,   24.24,     9.8,    24.7,     6.1,    15.6,       0,
2192,2017-06-07,,   24.24,    10.2,    27.0,     4.9,    16.5,       2,
2192,2017-06-08,,   24.24,    13.5,    23.7,     4.6,    15.4,      -1,
2192,2017-06-09,,   24.24,     7.4,    15.6,     7.4,    11.3,       0,
2192,2017-06-10,,   24.24,     7.2,    15.7,     3.9,     9.4,       3,
2192,2017-06-11,,   24.30,     3.8,    15.2,     3.8,     8.7,       0,
2192,2017-06-12,,   24.86,     2.8,    11.1,    -0.4,     3.7,       0,
2192,2017-06-13,,   24.87,     6.4,    10.6,     2.7,     6.4,       3,
2192,2017-06-14,,   24.87,     6.8,    19.4,     5.4,    11.4,      -1,
2192,2017-06-15,,   24.87,     8.8,    24.2,     2.5,    13.7,       1,
2192,2017-06-16,,   24.87,    12.0,    25.5,     5.1,    16.0,      -2,
2192,2017-06-17,,   24.87,    12.8,    29.5,     8.5,    18.6,       1,
2192,2017-06-18,,   24.87,    14.6,    28.3,    10.1,    18.9,      -2,
2192,2017-06-19,,   24.87,    17.5,    30.2,    10.7,    21.4,      -2,
2192,2017-06-20,,   24.87,    15.4,    34.6,    13.4,    22.6,       1,
2192,2017-06-21,,   24.87,    19.1,    34.6,    12.0,    22.2,      -2,
2192,2017-06-22,,   24.87,    16.6,    31.3,    14.8,    23.1,      -1,
2192,2017-06-23,,   24.87,    14.8,    30.6,    11.0,    21.3,      -1,
2192,2017-06-24,,   24.87,    16.0,    31.6,     9.3,    21.6,      -1,
2192,2017-06-25,,   24.87,    18.0,    33.2,    11.2,    22.9,      -2,
2192,2017-06-26,,   24.87,    16.4,    33.1,    13.5,    23.1,      -2,
2192,2017-06-27,,   24.87,    16.0,    28.6,    11.4,    20.2,      -2,
2192,2017-06-28,,   24.87,    15.1,    28.2,     7.5,    19.0,      -1,
2192,2017-06-29,,   24.87,    13.2,    28.6,     8.9,    19.1,      -2,
2192,2017-06-30,,   24.87,    15.3,    28.9,     8.8,    19.4,      -2,
2192,2017-07-01,,   24.87,    15.7,    30.6,     9.2,    20.8,      -2,
2192,2017-07-02,,   24.87,    16.4,    29.6,    13.6,    21.5,      -1,
2192,2017-07-03,,   24.87,    17.6,    32.4,    13.0,    22.5,      -3,
2192,2017-07-04,,   24.87,    17.4,    31.5,    12.0,    21.9,      -2,
2192,2017-07-05,,   24.87,    13.3,    29.5,     9.8,    20.4,      -2,
2192,2017-07-06,,   24.87,    13.8,    30.7,     8.4,    20.0,      -2,
2192,2017-07-07,,   24.87,    15.3,    32.3,     9.9,    21.6,      -2,
2192,2017-07-08,,   24.87,    15.6,    32.4,    10.2,    22.0,      -1,
2192,2017-07-09,,   24.87,    15.8,    33.4,    11.0,    22.5,      -3,
2192,2017-07-10,,   24.87,    15.8,    32.8,    11.6,    22.2,      -2,
2192,2017-07-11,,   24.87,    16.7,    31.3,     9.6,    21.1,      -2,
2192,2017-07-12,,   24.87,    15.4,    30.5,    10.3,    21.2,      -1,
2192,2017-07-13,,   24.87,    15.3,    30.8,     9.8,    21.2,      -1,
2192,2017-07-14,,   24.87,    14.5,    31.3,     9.6,    20.8,      -1,
2192,2017-07-15,,   24.87,    17.3,    32.4,     9.7,    21.3,       0,
2192,2017-07-16,,   24.87,    16.3,    32.0,    10.1,    21.5,      -1,
2192,2017-07-17,,   24.87,    15.9,    32.6,    12.5,    22.3,      -1,
2192,2017-07-18,,   24.87,    14.4,    30.1,     9.7,    20.6,      -1,
2192,2017-07-19,,   24.87,    11.8,    27.7,     9.2,    19.2,       1,
2192,2017-07-20,,   24.87,    13.3,    28.9,     5.3,    18.1,       0,
2192,2017-07-21,,   24.87,    14.3,    28.9,     6.8,    18.6,      -2,
2192,2017-07-22,,   24.87,    16.8,    30.2,     8.0,    19.9,      -2,
2192,2017-07-23,,   24.87,    17.5,    32.7,    12.7,    22.9,      -3,
2192,2017-07-24,,   24.87,    16.9,    32.8,    12.9,    22.9,      -2,
2192,2017-07-25,,   24.87,    15.9,    31.8,    12.1,    22.0,       0,
2192,2017-07-26,,   24.87,    15.1,    30.2,    12.5,    20.2,      -1,
2192,2017-07-27,,   24.87,    14.8,    28.9,     9.7,    19.5,      -2,
2192,2017-07-28,,   24.87,    15.9,    30.3,     9.4,    20.3,      -1,
2192,2017-07-29,,   24.87,    15.5,    32.6,    10.5,    21.8,      -2,
2192,2017-07-30,,   24.87,    17.3,    32.7,    10.2,    22.2,      -1,
2192,2017-07-31,,   24.87,    20.0,    33.8,    13.4,    23.6,      -2,
2192,2017-08-01,,   24.87,    20.1,    35.4,    13.8,    25.0,      -2,
2192,2017-08-02,,   24.87,    19.3,    35.7,    16.0,    25.8,      -2,
2192,2017-08-03,,   24.87,    19.8,    36.0,    14.6,    24.7,      -3,
2192,2017-08-04,,   24.87,    21.9,    35.7,    14.9,    25.8,      -2,
2192,2017-08-05,,   24.87,    19.9,    33.3,    16.9,    24.6,      -2,
2192,2017-08-06,,   24.87,    16.7,    26.0,    14.7,    20.5,      -2,
2192,2017-08-07,,   24.88,    10.6,    29.6,    10.6,    17.7,      -2,
2192,2017-08-08,,   24.88,    13.0,    26.7,     8.4,    16.9,      -2,
2192,2017-08-09,,   24.88,    17.5,    29.7,     9.7,    19.4,      -2,
2192,2017-08-10,,   25.01,    11.5,    29.2,    11.5,    18.0,      -2,
2192,2017-08-11,,   25.01,    15.3,    28.4,     8.5,    18.3,       0,
2192,2017-08-12,,   25.01,    16.2,    27.7,     9.4,    19.3,      -2,
2192,2017-08-13,,   25.01,    13.9,    28.6,    10.5,    19.6,      -3,
2192,2017-08-14,,   25.01,    16.3,    29.0,     8.8,    19.5,      -3,
2192,2017-08-15,,   25.01,    15.6,    26.2,    13.6,    19.2,      -3,
2192,2017-08-16,,   25.01,    16.0,    27.6,     9.9,    18.8,      -3,
2192,2017-08-17,,   25.02,    15.5,    29.3,    11.3,    20.1,      -2,
2192,2017-08-18,,   25.02,    17.3,    30.7,    10.5,    20.9,      -3,
2192,2017-08-19,,   25.02,    17.3,    32.1,    11.1,    21.9,      -2,
2192,2017-08-20,,   25.02,    15.3,    32.0,    11.7,    21.3,      -2,
