

California (PST) SCAN Site Eagle Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 10 17:34:24 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
2192,2017-08-21,,   25.02,    16.5,    30.9,    10.8,    20.9,      -2,
2192,2017-08-22,,   25.02,    17.0,    31.1,    11.1,    21.2,      -3,
2192,2017-08-23,,   25.08,    16.1,    29.1,    12.9,    18.7,      -2,
2192,2017-08-24,,   25.08,    12.2,    29.0,    11.3,    19.4,      -3,
2192,2017-08-25,,   25.08,    13.0,    29.7,     8.9,    18.9,      -2,
2192,2017-08-26,,   25.08,    12.7,    29.9,     6.8,    18.5,      -2,
2192,2017-08-27,,   25.08,    15.3,    32.2,     9.0,    20.2,      -2,
2192,2017-08-28,,   25.08,    16.8,    32.0,    10.4,    21.1,      -3,
2192,2017-08-29,,   25.08,    13.5,    32.7,    12.6,    21.6,      -2,
2192,2017-08-30,,   25.08,    16.0,    33.8,     9.6,    20.9,      -2,
2192,2017-08-31,,   25.08,    11.7,    31.4,    10.6,    20.1,      -3,
2192,2017-09-01,,   25.08,    15.5,    29.1,     9.3,    19.2,      -2,
2192,2017-09-02,,   25.08,    13.7,    31.0,     9.5,    20.0,      -3,
2192,2017-09-03,,   25.08,    16.8,    33.5,     9.6,    21.3,      -3,
2192,2017-09-04,,   25.08,    18.2,    34.0,    11.2,    21.8,      -3,
2192,2017-09-05,,   25.08,    17.7,    34.2,    14.8,    24.2,      -3,
2192,2017-09-06,,   25.09,    17.8,    34.5,    12.6,    22.1,      -3,
2192,2017-09-07,,   25.15,    12.5,    28.9,    12.5,    19.9,      -3,
2192,2017-09-08,,   25.15,    11.8,    24.8,     8.6,    16.5,      -3,
2192,2017-09-09,,   25.15,    15.4,    26.7,     8.3,    16.8,      -4,
2192,2017-09-10,,   25.15,    13.7,    26.1,     8.2,    17.5,      -2,
2192,2017-09-11,,   25.15,    13.4,    28.4,     9.6,    18.7,      -4,
2192,2017-09-12,,   25.15,    19.3,    29.4,    10.8,    20.8,      -2,
2192,2017-09-13,,   25.82,    10.4,    28.3,    10.2,    17.2,      -3,
2192,2017-09-14,,   25.82,    12.4,    26.2,     7.9,    15.9,      -3,
2192,2017-09-15,,   25.82,     9.6,    20.6,     8.9,    14.3,      -3,
2192,2017-09-16,,   25.82,     4.6,    18.0,     3.8,    10.7,      -3,
2192,2017-09-17,,   25.82,     6.0,    18.2,     2.9,    10.5,      -3,
2192,2017-09-18,,   25.82,    11.2,    22.2,     3.0,    12.9,      -3,
2192,2017-09-19,,   25.82,     7.8,    18.5,     7.8,    13.1,      -3,
2192,2017-09-20,,   25.82,     8.9,    16.2,     2.3,     9.5,      -3,
2192,2017-09-21,,   26.02,     3.0,    13.8,     3.0,     8.4,      -3,
2192,2017-09-22,,   26.02,     0.8,     9.0,     0.8,     4.7,      -3,
2192,2017-09-23,,   26.02,    -0.8,     9.8,    -2.2,     3.5,      -3,
2192,2017-09-24,,   26.02,     1.0,    13.1,    -2.9,     5.0,      -3,
2192,2017-09-25,,   26.02,     3.0,    15.4,    -1.5,     6.9,      -3,
2192,2017-09-26,,   26.02,     5.7,    17.9,    -0.3,     8.9,      -3,
2192,2017-09-27,,   26.02,     5.4,    19.4,     1.7,    10.5,      -3,
2192,2017-09-28,,   26.02,     5.0,    20.0,     2.2,    10.7,      -3,
2192,2017-09-29,,   26.02,     7.3,    22.0,     1.1,    11.6,      -3,
2192,2017-09-30,,   26.02,     6.3,    20.0,     4.2,    11.5,      -3,
2192,2017-09-30,23:59,   26.02,-99.9,-99.9,-99.9,-99.9,-99.9,




