

California (PST) SCAN Site Eagle Lake - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Wed Jul 10 17:34:23 GMT-08:00 2019. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,SNWD.I-1 (in) ,
2192,2015-02-02,,    6.73,     2.4,    11.8,    -6.5,     0.8,       0,
2192,2015-02-03,,    7.24,    -0.3,     7.0,    -1.5,     2.4,       0,
2192,2015-02-04,,    7.25,     3.1,    10.6,    -1.4,     3.9,       0,
2192,2015-02-05,,    7.25,     6.3,    12.4,    -0.7,     5.8,       0,
2192,2015-02-06,,    7.25,     9.0,    14.4,     2.6,     8.7,       0,
2192,2015-02-07,,    8.69,     2.4,    10.6,    -0.7,     4.9,       1,
2192,2015-02-08,,    8.85,    -0.2,     9.8,    -0.2,     4.7,       1,
2192,2015-02-09,,    9.67,     2.7,     5.7,    -1.5,     2.9,       1,
2192,2015-02-10,,   10.42,    -2.6,     5.3,    -2.6,     1.8,       1,
2192,2015-02-11,,   10.42,    -0.8,     6.8,    -3.8,     0.5,       1,
2192,2015-02-12,,   10.42,    -0.1,     9.1,    -2.0,     3.2,       1,
2192,2015-02-13,,   10.42,     0.0,    11.8,    -2.8,     3.0,       1,
2192,2015-02-14,,   10.42,     1.8,    13.2,    -1.7,     4.3,       1,
2192,2015-02-15,,   10.42,    -0.8,    16.4,    -0.8,     5.9,       0,
2192,2015-02-16,,   10.42,    -2.6,    12.3,    -3.8,     2.6,       0,
2192,2015-02-17,,   10.42,    -0.9,    12.4,    -5.1,     2.2,       0,
2192,2015-02-18,,   10.42,    -0.4,    15.6,    -4.1,     4.0,       0,
2192,2015-02-19,,   10.42,    -0.5,    17.2,    -4.0,     4.8,       0,
2192,2015-02-20,,   10.42,    -0.6,    15.9,    -3.1,     4.3,       0,
2192,2015-02-21,,   10.42,    -0.3,    11.2,    -3.5,     3.0,       0,
2192,2015-02-22,,   10.42,    -1.0,    10.5,    -4.6,     1.4,       0,
2192,2015-02-23,,   10.42,    -3.4,     3.8,    -4.9,    -0.8,       0,
2192,2015-02-24,,   10.42,    -4.3,     4.9,    -7.7,    -2.0,       0,
2192,2015-02-25,,   10.42,    -2.3,    12.5,    -8.2,     0.5,       0,
2192,2015-02-26,,   10.42,     1.1,    12.8,    -5.9,     2.9,       0,
2192,2015-02-27,,   10.42,    -1.2,     9.4,    -3.1,     3.2,       0,
2192,2015-02-28,,   10.55,    -2.1,     7.0,    -3.5,     0.7,       0,
2192,2015-03-01,,   10.63,    -1.6,     2.9,    -2.5,    -0.4,       0,
2192,2015-03-02,,   10.64,    -4.8,     6.4,    -5.0,    -0.4,       0,
2192,2015-03-03,,   10.64,    -0.1,     5.6,    -6.3,    -0.6,       0,
2192,2015-03-04,,   10.64,    -5.7,     5.8,    -5.7,     0.3,       0,
2192,2015-03-05,,   10.64,    -4.9,     7.9,    -8.5,    -1.0,       0,
2192,2015-03-06,,   10.64,    -3.4,    13.0,    -7.8,     1.5,       0,
2192,2015-03-07,,   10.64,    -2.3,    14.1,    -5.9,     2.6,       0,
2192,2015-03-08,,   10.64,    -1.8,    16.1,    -5.5,     3.7,       0,
2192,2015-03-09,,   10.64,    -0.6,    17.8,    -4.6,     5.1,       0,
2192,2015-03-10,,   10.64,    -1.3,    18.0,    -4.4,     5.1,       0,
2192,2015-03-11,,   10.64,     6.9,    15.9,    -4.1,     5.7,       0,
2192,2015-03-12,,   10.64,     4.4,     8.5,     4.4,     6.1,       0,
2192,2015-03-13,,   10.64,     3.0,    13.3,    -1.0,     6.0,       0,
2192,2015-03-14,,   10.64,    10.6,    17.4,     0.8,     9.2,       0,
2192,2015-03-15,,   10.64,    12.9,    16.9,     6.5,    11.7,       0,
2192,2015-03-16,,   10.64,     4.0,    18.7,     3.2,    11.6,       0,
2192,2015-03-17,,   10.66,     5.4,    15.5,     1.3,     6.7,       0,
2192,2015-03-18,,   10.66,     2.7,    14.7,     0.2,     6.5,       0,
2192,2015-03-19,,   10.66,     0.0,    14.1,    -2.7,     5.4,       0,
2192,2015-03-20,,   10.66,     1.4,    16.7,    -4.2,     5.9,       0,
2192,2015-03-21,,   10.66,     2.6,    14.2,    -2.5,     5.6,       0,
2192,2015-03-22,,   10.66,     5.4,    15.4,    -0.2,     7.7,       0,
2192,2015-03-23,,   10.84,     0.8,    10.8,    -0.5,     6.0,       0,
2192,2015-03-24,,   10.86,     2.3,     7.2,     0.5,     2.8,       0,
2192,2015-03-25,,   10.87,    -0.3,     8.5,    -0.6,     4.0,       0,
2192,2015-03-26,,   10.87,     1.5,    13.9,    -1.9,     5.2,       0,
2192,2015-03-27,,   10.87,     4.3,    19.0,    -1.5,     8.4,       0,
2192,2015-03-28,,   10.87,     5.7,    19.7,     0.0,     9.2,       0,
2192,2015-03-29,,   10.87,     1.6,    16.9,     1.2,     7.9,       0,
2192,2015-03-30,,   10.87,     3.9,    19.7,    -3.1,     8.0,       0,
2192,2015-03-31,,   10.87,     5.6,    21.4,    -0.8,     9.6,       1,
2192,2015-04-01,,   10.87,    -3.1,    13.7,    -3.1,     5.9,       1,
2192,2015-04-02,,   10.87,    -1.2,     8.9,    -6.8,     1.2,       1,
2192,2015-04-03,,   10.87,    -3.2,     9.1,    -3.6,     1.9,       1,
2192,2015-04-04,,   10.87,     2.1,    14.7,    -6.7,     4.3,       1,
2192,2015-04-05,,   10.87,    -0.6,    13.5,    -0.8,     4.7,       1,
2192,2015-04-06,,   10.93,    -1.8,     3.0,    -3.4,    -0.6,       1,
2192,2015-04-07,,   10.95,    -0.8,     6.3,    -4.5,     0.9,       1,
2192,2015-04-08,,   10.96,    -1.1,     4.6,    -2.0,     0.7,       1,
2192,2015-04-09,,   10.96,    -3.5,     8.2,    -3.5,     1.5,       1,
2192,2015-04-10,,   10.96,    -0.4,    14.0,    -6.2,     4.0,       1,
2192,2015-04-11,,   10.96,     5.0,    15.0,    -3.8,     5.8,       1,
2192,2015-04-12,,   10.96,     0.8,    14.5,     0.8,     7.4,       1,
2192,2015-04-13,,   10.96,     1.7,    17.9,    -3.4,     6.8,       1,
2192,2015-04-14,,   10.96,     5.4,    18.8,    -2.5,     8.1,       1,
2192,2015-04-15,,   10.98,    -3.7,     5.6,    -3.7,     0.8,       1,
2192,2015-04-16,,   10.98,    -0.9,    11.5,    -6.9,     2.7,       1,
2192,2015-04-17,,   10.98,     0.3,    15.6,    -4.4,     5.7,       1,
2192,2015-04-18,,   10.98,     6.1,    20.1,    -3.6,     8.8,       1,
2192,2015-04-19,,   10.98,     6.8,    21.5,     1.1,    11.4,       0,
2192,2015-04-20,,   10.98,     4.0,    20.4,    -0.2,    10.3,       0,
2192,2015-04-21,,   10.98,     6.9,    22.6,    -0.4,    11.5,       0,
2192,2015-04-22,,   10.98,     7.2,    18.7,     2.4,    10.1,       0,
2192,2015-04-23,,   10.98,     2.7,    17.3,     1.9,     9.4,       0,
2192,2015-04-24,,   10.99,     7.1,    18.5,    -1.2,     8.9,       0,
2192,2015-04-25,,   11.10,     1.8,    11.4,     1.8,     6.2,       0,
2192,2015-04-26,,   11.38,     2.6,     9.0,    -0.7,     3.6,       0,
2192,2015-04-27,,   11.38,     4.1,    15.2,    -2.4,     6.8,       0,
2192,2015-04-28,,   11.38,     4.0,    18.8,     1.1,     9.8,       0,
2192,2015-04-29,,   11.38,     7.0,    23.5,     0.0,    11.6,       0,
2192,2015-04-30,,   11.38,     7.2,    22.8,     3.1,    12.0,       0,
2192,2015-05-01,,   11.38,     2.7,    20.0,    -0.8,    10.4,       0,
2192,2015-05-02,,   11.38,     6.5,    23.8,     1.0,    12.4,       0,
2192,2015-05-03,,   11.38,     7.0,    23.3,     2.5,    13.0,       0,
2192,2015-05-04,,   11.38,     6.6,    22.9,     2.2,    12.2,       0,
2192,2015-05-05,,   11.38,     8.2,    22.4,     1.9,    12.3,       0,
2192,2015-05-06,,   11.38,     5.0,    20.0,     2.1,    10.8,       0,
2192,2015-05-07,,   11.38,     1.3,    14.8,     1.3,     7.5,       0,
2192,2015-05-08,,   11.38,     4.7,    12.3,    -1.7,     6.0,       0,
2192,2015-05-09,,   11.49,     3.7,    16.7,     1.1,     7.6,       0,
2192,2015-05-10,,   11.49,     4.4,    19.4,     2.1,    10.6,       0,
2192,2015-05-11,,   11.49,     7.3,    21.9,     0.7,    11.1,       0,
2192,2015-05-12,,   11.49,     5.6,    17.6,     4.6,    10.4,       0,
2192,2015-05-13,,   11.56,    -1.8,     9.1,    -1.8,     3.7,       0,
2192,2015-05-14,,   11.56,     1.8,    13.3,    -3.0,     5.2,       0,
2192,2015-05-15,,   11.56,     4.4,    13.6,    -1.9,     6.1,       0,
2192,2015-05-16,,   11.59,     4.4,     8.2,     3.1,     5.2,       0,
2192,2015-05-17,,   12.36,     5.3,    16.0,     0.3,     6.7,       0,
2192,2015-05-18,,   12.51,     3.3,    14.8,     2.5,     6.8,       0,
2192,2015-05-19,,   12.93,     5.5,    12.9,     3.3,     7.0,       0,
2192,2015-05-20,,   13.07,     5.8,    13.9,     5.0,     7.9,       0,
2192,2015-05-21,,   13.26,     5.0,    16.0,     5.0,     8.2,       0,
2192,2015-05-22,,   13.97,     5.3,    15.9,     2.1,     7.8,       0,
2192,2015-05-23,,   14.27,     6.8,    15.7,     5.2,     8.9,       0,
2192,2015-05-24,,   14.34,     8.3,    15.1,     4.9,     9.2,       0,
2192,2015-05-25,,   14.34,    10.2,    19.8,     5.0,    12.6,       0,
2192,2015-05-26,,   14.39,     7.4,    19.9,     6.9,    11.3,       0,
2192,2015-05-27,,   14.39,    10.7,    22.7,     4.2,    13.3,       0,
2192,2015-05-28,,   14.39,    10.2,    22.7,     6.2,    14.8,       0,
2192,2015-05-29,,   14.39,    11.3,    25.1,     5.5,    15.6,       0,
2192,2015-05-30,,   14.39,    11.8,    26.2,     6.4,    16.8,       0,
2192,2015-05-31,,   14.39,    11.0,    26.2,     6.7,    16.7,       0,
2192,2015-06-01,,   14.39,    11.7,    25.3,     7.3,    15.7,       0,
2192,2015-06-02,,   14.39,     8.6,    19.8,     6.0,    12.8,       0,
2192,2015-06-03,,   14.39,     9.1,    20.8,     4.1,    12.8,       0,
2192,2015-06-04,,   14.44,     9.1,    20.1,     6.9,    12.0,       0,
2192,2015-06-05,,   14.44,    11.8,    18.6,     6.6,    12.4,       0,
2192,2015-06-06,,   14.52,     7.8,    21.4,     7.4,    13.6,       0,
2192,2015-06-07,,   14.66,     9.9,    24.0,     4.7,    13.4,       0,
2192,2015-06-08,,   14.66,    13.1,    26.9,     7.1,    17.2,       0,
2192,2015-06-09,,   14.66,    17.0,    29.6,     9.2,    20.3,       0,
2192,2015-06-10,,   14.66,    14.7,    30.0,    11.8,    19.2,       0,
2192,2015-06-11,,   14.66,    14.4,    26.6,    13.2,    18.5,       0,
2192,2015-06-12,,   14.66,    14.6,    28.4,     8.5,    18.9,       0,
2192,2015-06-13,,   14.66,    13.5,    30.2,     9.9,    20.6,       0,
2192,2015-06-14,,   14.66,    12.9,    29.1,     9.2,    19.6,       0,
2192,2015-06-15,,   14.66,    12.4,    30.5,     7.7,    19.5,       0,
2192,2015-06-16,,   14.66,    13.4,    29.9,     8.0,    19.3,       0,
2192,2015-06-17,,   14.66,    13.3,    29.4,     8.2,    19.0,       0,
2192,2015-06-18,,   14.66,    12.4,    30.4,     7.8,    19.3,       0,
2192,2015-06-19,,   14.66,    15.5,    29.2,     7.6,    19.1,       0,
2192,2015-06-20,,   14.66,    11.7,    28.9,     6.9,    18.3,       0,
2192,2015-06-21,,   14.66,    13.8,    29.8,     6.0,    18.2,       0,
2192,2015-06-22,,   14.66,    10.1,    25.9,     9.4,    17.9,       0,
2192,2015-06-23,,   14.66,    11.1,    26.8,     5.0,    16.6,       0,
2192,2015-06-24,,   14.66,    14.7,    29.2,     6.7,    18.7,       0,
2192,2015-06-25,,   14.66,    17.2,    32.4,    11.0,    21.8,       0,
2192,2015-06-26,,   14.66,    18.1,    34.4,    12.5,    24.1,       0,
2192,2015-06-27,,   14.66,    17.4,    34.8,    13.2,    23.8,      -2,
2192,2015-06-28,,   14.66,    19.6,    34.1,    13.7,    23.6,      -3,
2192,2015-06-29,,   14.66,    19.3,    30.6,    14.6,    22.1,      -3,
2192,2015-06-30,,   14.66,    16.4,    33.2,    15.1,    23.4,      -3,
2192,2015-07-01,,   14.66,    18.2,    34.6,    12.2,    23.4,      -1,
2192,2015-07-02,,   14.66,    19.6,    35.0,    13.1,    24.0,      -3,
2192,2015-07-03,,   14.66,    20.8,    35.0,    14.9,    24.6,      -3,
2192,2015-07-04,,   14.67,    15.4,    32.9,    15.4,    22.0,      -3,
2192,2015-07-05,,   14.67,    18.6,    30.0,    11.9,    21.1,      -2,
2192,2015-07-06,,   14.67,    15.6,    30.2,    14.5,    21.4,      -2,
2192,2015-07-07,,   14.67,    15.1,    31.0,    11.5,    21.2,      -4,
2192,2015-07-08,,   14.96,    12.0,    28.0,    11.7,    17.0,       0,
2192,2015-07-09,,   16.22,     8.8,    25.5,     8.4,    13.5,       1,
2192,2015-07-10,,   16.23,    11.1,    21.9,     8.4,    13.0,      -2,
2192,2015-07-11,,   16.23,    11.5,    21.7,    10.2,    14.2,      -3,
2192,2015-07-12,,   16.23,    11.8,    23.3,     8.8,    16.0,      -3,
2192,2015-07-13,,   16.23,    11.3,    23.0,     9.4,    15.8,      -2,
2192,2015-07-14,,   16.23,    11.7,    24.7,     6.5,    16.2,      -3,
2192,2015-07-15,,   16.23,    12.9,    26.3,     6.9,    17.3,      -3,
2192,2015-07-16,,   16.23,    15.1,    28.6,     9.5,    19.7,      -3,
2192,2015-07-17,,   16.23,    14.9,    30.1,    11.7,    21.1,      -3,
2192,2015-07-18,,   16.23,    16.9,    29.8,    11.0,    20.6,      -3,
2192,2015-07-19,,   16.28,    16.2,    27.8,    10.6,    19.3,      -3,
2192,2015-07-20,,   16.28,    16.9,    28.8,    11.4,    20.6,      -3,
2192,2015-07-21,,   16.28,    17.7,    31.1,    12.9,    21.7,      -1,
2192,2015-07-22,,   16.46,    12.8,    28.0,    11.1,    17.9,      -3,
2192,2015-07-23,,   16.46,    14.3,    27.2,     9.6,    18.8,      -3,
2192,2015-07-24,,   16.46,     9.8,    26.1,     6.7,    17.2,      -3,
2192,2015-07-25,,   16.46,    10.8,    26.4,     5.1,    16.2,       0,
2192,2015-07-26,,   16.46,    12.2,    26.7,     5.0,    16.9,      -2,
2192,2015-07-27,,   16.46,    11.1,    26.4,     6.5,    16.6,       0,
2192,2015-07-28,,   16.46,     9.9,    23.6,     5.7,    15.1,       0,
2192,2015-07-29,,   16.46,    11.6,    27.0,     4.6,    16.9,       0,
2192,2015-07-30,,   16.46,    15.4,    31.9,     6.3,    20.1,       0,
2192,2015-07-31,,   16.46,    17.8,    33.2,     9.7,    22.2,       0,
2192,2015-08-01,,   16.46,    18.3,    32.2,    12.0,    22.4,       0,
2192,2015-08-02,,   16.46,    21.9,    34.3,    13.6,    24.1,       0,
2192,2015-08-03,,   16.48,    13.1,    24.7,    13.1,    19.3,       0,
2192,2015-08-04,,   16.48,    12.9,    29.6,     8.9,    18.4,       0,
2192,2015-08-05,,   16.48,    12.4,    27.7,     7.9,    17.5,       0,
2192,2015-08-06,,   16.48,    10.8,    26.4,     9.5,    17.6,       0,
2192,2015-08-07,,   16.48,    16.4,    28.2,     6.3,    18.1,       0,
2192,2015-08-08,,   16.52,    10.6,    23.7,    10.6,    16.3,       0,
2192,2015-08-09,,   16.52,    11.2,    26.9,     7.5,    16.5,       0,
2192,2015-08-10,,   16.52,    13.2,    28.1,     6.1,    17.6,       0,
2192,2015-08-11,,   16.52,    14.8,    27.4,    11.0,    19.4,       0,
2192,2015-08-12,,   16.52,    16.5,    27.2,     6.6,    18.2,       0,
2192,2015-08-13,,   16.52,    14.4,    28.0,     6.8,    18.6,       0,
2192,2015-08-14,,   16.52,    16.6,    29.8,     6.8,    18.7,       0,
2192,2015-08-15,,   16.52,    11.5,    26.4,     9.0,    18.2,       0,
2192,2015-08-16,,   16.52,    12.8,    30.0,     5.5,    17.6,       0,
2192,2015-08-17,,   16.52,    13.7,    32.2,     6.5,    19.2,       0,
2192,2015-08-18,,   16.52,    14.8,    32.5,     7.6,    20.4,       0,
2192,2015-08-19,,   16.52,    15.4,    32.8,     8.4,    20.8,       0,
