,ID,Seq_NSE,Seq_dry_err,Seq_NSE_extreme,Seq_S2,Station,NonSeq_NSE,NS_dry_err,NS_NSE_extreme,Agg_S2,Improvement,Percent_change
0,15,0.8105327577909909,0.08823529411764706,0.3348816776375182,1.6400000000000001,386,0.8073648190639104,0.0915032679738562,0.3009110632992875,1.6400000000000001,0.0031679387270804327,0.3923800805134737
1,16,0.8662615308479518,0.08139534883720931,0.6750910350509924,1.72,387,0.8167623907353609,0.07807308970099668,0.45358264761277656,1.58,0.04949914011259082,6.0604088378781675
2,90,0.6923669364052768,0.10050251256281408,-0.34432461150643867,1.63,843,0.6822471754087844,0.09380234505862646,-0.39318780426680355,1.63,0.010119760996492366,1.4832983354498863
3,61,0.5945352191525735,0.12919463087248323,-0.5457242086904623,1.63,632,0.586496610325103,0.12583892617449666,-0.5790389112715177,1.56,0.008038608827470428,1.3706147121659438
4,19,0.7236432041759681,0.18760757314974183,0.008272953428299146,1.63,904,0.7070269656471615,0.17728055077452667,-0.2030025910338502,1.6,0.01661623852880656,2.3501562650580454
5,77,0.7848565706725782,0.13414634146341464,0.12611970169185172,1.6099999999999999,1060,0.74290027715797,0.13763066202090593,-0.2243083664493517,1.49,0.04195629351460817,5.6476346563115625
6,55,0.8249501296868105,0.11467116357504216,0.4594579606777742,1.63,905,0.7225116793446862,0.11973018549747048,0.19239587864714647,1.45,0.10243845034212429,14.178103035654088
7,28,0.7257530448436925,0.1018363939899833,-0.19848488695278577,1.57,465,0.6986414487716455,0.11018363939899833,-0.2660682258430169,1.55,0.02711159607204705,3.8806166052293034
8,50,0.810954189504149,0.09461663947797716,0.19967977567595763,1.6099999999999999,586,0.741705959973269,0.11419249592169657,-0.26821626177354063,1.52,0.06924822953087995,9.336345299608437
9,51,0.7553343134303331,0.11666666666666667,-0.0006751175106933793,1.59,589,0.6859725070465764,0.13833333333333334,-0.325183148511607,1.43,0.06936180638375666,10.111455732007508
10,71,0.7340308110381296,0.1407942238267148,-0.26307082080634636,1.54,713,0.666515887972323,0.16064981949458484,-0.5680547942896406,1.4100000000000001,0.06751492306580664,10.129529435704944
11,60,0.7120931112909229,0.11390284757118928,-0.44790018012911603,1.5899999999999999,629,0.5823027542842334,0.1440536013400335,-1.420044396656305,1.44,0.1297903570066895,22.289153889754107
12,36,0.6700823672967169,0.1190893169877408,-1.0194412764596041,1.57,538,0.5121311354667126,0.15236427320490367,-2.3443663917725974,1.26,0.15795123183000426,30.841950604323436
13,17,0.5936418699713453,0.1371527777777778,-0.4571254491527814,1.53,1101,0.592062483259188,0.1371527777777778,-0.4648084179988734,1.53,0.0015793867121572935,0.26676014049447605
14,70,0.6536361834474091,0.15140186915887852,-1.7908529478928599,1.5299999999999998,709,0.6578237769094428,0.14953271028037382,-1.744404567436597,1.5299999999999998,-0.0041875934620336785,-0.6365828674827833
15,9,0.7489342818456118,0.09849749582637729,-0.3952251944636471,1.5299999999999998,368,0.7479653989160369,0.09348914858096828,-0.45284741945097284,1.5299999999999998,0.0009688829295749768,0.12953579550325417
16,86,0.6531176505207366,0.20754716981132076,-0.5727273720838411,1.52,825,0.6466377202011186,0.23060796645702306,-0.545126284155586,1.46,0.00647993031961791,1.002095936748402
17,53,0.6506148547037245,0.17375231053604437,-0.6961792391875974,1.5,940,0.6066708425567118,0.18114602587800369,-0.9642933694882596,1.4,0.04394401214701271,7.243468626548475
18,29,0.6468527750207995,0.17013232514177692,-1.414169127461749,1.52,467,0.5624482004421552,0.16824196597353497,-2.4253553665166225,1.38,0.08440457457864436,15.006639635844108
19,49,0.7519485654393261,0.16472868217054262,-0.07002140669661405,1.57,1047,0.6749389635879224,0.22286821705426357,-0.3224555959710278,1.38,0.07700960185140371,11.409861632824802
20,91,0.6923287191473492,0.16570327552986513,-0.3983191842879863,1.5899999999999999,859,0.5404834490645142,0.21965317919075145,-1.0075719509324301,1.35,0.151845270082835,28.094342268140416
21,3,0.5278478104108879,0.10099337748344371,-0.9433131351739392,1.49,1041,0.5395317221228082,0.10596026490066225,-0.8605797743400003,1.4700000000000002,-0.011683911711920292,-2.165565291684703
22,57,0.7299918396366063,0.1261101243339254,0.3307703557083802,1.5899999999999999,1040,0.5637672874386237,0.16341030195381884,-0.4706967972824414,1.44,0.1662245521979826,29.484604002689522
23,72,0.6798647820335936,0.15384615384615385,-0.39710665676065204,1.49,717,0.6588816941445937,0.1520572450805009,-0.4480782904876508,1.42,0.02098308788899983,3.184651823760492
24,20,0.6676717148683466,0.1414141414141414,-0.8482751411733824,1.49,415,0.6589726355065936,0.15488215488215487,-0.8901693293097284,1.49,0.00869907936175307,1.3200972078401316
25,24,0.5796710373657145,0.1494661921708185,-0.9960040723553072,1.49,449,0.5291710399162661,0.1601423487544484,-1.2386037815443416,1.3599999999999999,0.05049999744944833,9.54322773548591
26,1,0.6360403038628999,0.11292962356792144,0.029406650546489832,1.49,317,0.5992079754862152,0.11456628477905073,-0.1256457181548194,1.35,0.03683232837668471,6.146835470071617
27,41,0.7323163890063686,0.15742397137745975,-0.569384168559711,1.47,970,0.7378189512740216,0.16636851520572452,-0.5441253563611441,1.47,-0.0055025622676529995,-0.7457876025211204
