,ID,Seq_NSE,Seq_dry_err,Seq_NSE_extreme,Seq_S2,Station,NonSeq_NSE,NS_dry_err,NS_NSE_extreme,Agg_S2,Improvement,Percent_change
14,96,0.6958507910949052,0.084,-0.41272757203906485,1.54,0761,0.695950542003602,0.086,-0.38135223998806866,1.54,-9.975090869673853e-05,-0.014333045622690565
15,52,0.686665969397018,0.10517799352750809,-0.2512449920639668,1.54,597,0.6854518073079,0.11326860841423948,-0.22518353299021632,1.53,0.0012141620891179539,0.1771331078528415
16,43,0.7675552992825481,0.07570977917981073,0.022572481091841512,1.5499999999999998,555,0.6462511008210449,0.10252365930599369,-0.7148943723224512,1.42,0.1213041984615032,18.770443610446378
17,74,0.7317049271902658,0.22933884297520662,0.20939316023993026,1.51,737,0.7230016012111073,0.22520661157024793,0.1742672522112293,1.51,0.00870332597915846,1.2037768608782373
18,56,0.7507355975085784,0.11053540587219343,0.09457463700683577,1.52,618,0.7507887383430822,0.11398963730569948,0.07676716979415621,1.51,-5.314083450380647e-05,-0.007078001012785984
19,67,0.7540040878185386,0.15579710144927536,0.23183670073496276,1.51,682,0.7513971309678211,0.17028985507246377,0.19379948727320462,1.49,0.0026069568507174345,0.3469479378181281
20,20,0.676630438024867,0.14309764309764308,-0.8689670186804634,1.49,415,0.6784825072935503,0.14646464646464646,-0.8285761055574208,1.49,-0.0018520692686833096,-0.27297229460950545
21,1,0.637072304075889,0.11129296235679215,0.0025209517596100905,1.48,317,0.6405104429085513,0.10965630114566285,0.04321000899845273,1.48,-0.0034381388326623075,-0.5367810737089241
22,41,0.7330455535262028,0.16457960644007155,-0.41962248539772773,1.47,970,0.733060090376892,0.16994633273703041,-0.5595831908539037,1.47,-1.4536850689195191e-05,-0.0019830367087261954
23,66,0.6380407470148532,0.08823529411764706,-0.43822668830955647,1.47,680,0.626285413652992,0.08978328173374613,-0.5197881411070484,1.4300000000000002,0.011755333361861298,1.876992998015856
24,37,0.6431768223146941,0.11267605633802817,-1.0696156146427014,1.45,542,0.6392374925129067,0.09683098591549295,-1.1299416401680138,1.45,0.00393932980178735,0.6162544981993233
25,59,0.6789314987054771,0.09671848013816926,-0.5165907841028954,1.44,1014,0.6363366266502029,0.10880829015544041,-0.751174288155853,1.37,0.042594872055274235,6.693764003417775
26,92,0.5581147059063917,0.14516129032258066,-0.34362818298887277,1.42,869,0.5502319661716415,0.14193548387096774,-0.38500181278546264,1.4,0.007882739734750177,1.4326211887680849
27,84,0.6985728406670595,0.12106135986733002,-0.3459962613573797,1.4,802,0.6493988463952058,0.13266998341625208,-0.6949243048849434,1.3599999999999999,0.04917399427185365,7.572233080612486
28,54,0.6358107424926986,0.11237785016286644,-1.4968792703317986,1.38,607,0.6300457923303513,0.11237785016286644,-1.5805318712247667,1.38,0.005764950162347349,0.9150049460729701
29,58,0.6575311236972041,0.13391304347826086,-0.11533804821429339,1.35,622,0.6185619407185146,0.12,-0.3043884767781069,1.24,0.038969182978689565,6.299964548970376
30,63,0.5925541466826096,0.07516339869281045,-0.3760707544926116,1.32,661,0.5408095673480999,0.08333333333333333,-0.6957038939396232,1.2,0.05174457933450971,9.567985194537721
31,32,0.5910274919399665,0.12393887945670629,-1.0239798290496425,1.28,521,0.5800209117768559,0.12224108658743633,-1.0914123843408792,1.28,0.011006580163110624,1.8976178168115854
32,2,0.5509635307694567,0.12769485903814262,-1.1998010501100724,1.28,1061,0.5376274604366196,0.13432835820895522,-1.2712679516363798,1.23,0.013336070332837124,2.4805411393991292
33,14,0.48321732021647146,0.15132605304212168,-0.33994947549965127,1.28,383,0.47263106781303066,0.16536661466458658,-0.380724869570332,1.27,0.010586252403440799,2.239855380736131
34,48,0.549004013231852,0.1291390728476821,-0.7653416240670319,1.27,572,0.5189517448147193,0.13410596026490065,-0.859361639998049,1.23,0.03005226841713271,5.790956233871462
35,82,0.4051133231163667,0.10227272727272728,-2.0217379883035664,1.26,793,0.41877407283288726,0.11688311688311688,-1.8979704058686462,1.1800000000000002,-0.013660749716520537,-3.262081060584639
36,21,0.5443484732325932,0.16806722689075632,-1.1932086538620408,1.19,426,0.5381509698619371,0.17983193277310924,-1.252076942051691,1.19,0.0061975033706560545,1.1516291371259681
37,94,0.11735760780698368,0.05646359583952452,-0.9585280248699233,1.02,2134,0.11696157492479442,0.05646359583952452,-0.9280402053774028,1.02,0.0003960328821892567,0.338600845999127
