,ID,Seq_NSE,Seq_dry_err,Seq_NSE_extreme,Seq_S2,Station,NonSeq_NSE,NS_dry_err,NS_NSE_extreme,Agg_S2,Improvement,Percent_change
0,88,0.6786296452788514,0.15342960288808663,-0.2803691082801296,1.7,831,0.6804275532786119,0.1588447653429603,-0.26949463416537967,1.7,-0.0017979079997605396,-0.26423209805326
1,90,0.6992721164320888,0.09882747068676717,-0.29456988614975077,1.63,843,0.6975382848622311,0.09380234505862646,-0.3031734560271866,1.63,0.0017338315698576245,0.24856435947455827
2,52,0.7305811219153333,0.09061488673139159,0.027061224529012162,1.62,597,0.7280060189167595,0.0889967637540453,0.035188558193630426,1.62,0.002575102998573775,0.3537200148984226
3,71,0.8095776524426388,0.13537906137184116,0.12779680110057523,1.6,713,0.806389652442689,0.13357400722021662,0.12706326973575155,1.6,0.0031879999999497866,0.3953423745323123
4,60,0.7061252737529529,0.10720268006700168,-0.49032666739210673,1.6,629,0.6819055658952233,0.12060301507537688,-0.6477521767044281,1.53,0.024219707857729533,3.551768612701272
5,29,0.6740307028087753,0.16446124763705103,-1.1668568584287486,1.58,467,0.6667301563125994,0.15879017013232513,-1.1851889924047638,1.58,0.0073005464961759525,1.0949776948071717
6,51,0.7714225674250248,0.12,0.06274499179595472,1.57,589,0.7665479793957655,0.12333333333333334,0.04996216269721654,1.57,0.00487458802925933,0.6359142754641065
7,23,0.7872475119681861,0.06343906510851419,-0.07198190500157464,1.56,444,0.7891767174989004,0.0667779632721202,-0.06531678811373953,1.56,-0.0019292055307142952,-0.24445798867818008
8,86,0.6965865069399853,0.20335429769392033,-0.544130479518848,1.55,825,0.698445948912452,0.20964360587002095,-0.49922151650630253,1.55,-0.001859441972466791,-0.26622560777424825
9,74,0.7362162702420207,0.22520661157024793,0.21606358014620586,1.51,737,0.738380047887325,0.23553719008264462,0.22690580853313103,1.51,-0.002163777645304288,-0.2930438940617847
10,20,0.6781578465067064,0.14309764309764308,-0.8105831540571293,1.49,415,0.6853515937230329,0.15151515151515152,-0.7258523472053104,1.49,-0.007193747216326485,-1.0496433191681833
11,1,0.6379126041783816,0.11292962356792144,0.02522878299800424,1.48,317,0.640912524793378,0.11292962356792144,0.02869979412796464,1.48,-0.002999920614996432,-0.4680702122280366
12,37,0.6433320972362384,0.10915492957746478,-1.1068047766413422,1.45,542,0.6441890205945073,0.11091549295774648,-1.1255488761140464,1.45,-0.000856923358268924,-0.13302358948590726
13,92,0.5593336331495138,0.14677419354838708,-0.38418105475703945,1.41,869,0.5672277514064457,0.1435483870967742,-0.31301516557810416,1.41,-0.00789411825693187,-1.3917016996009701
14,63,0.5900668341257651,0.07352941176470588,-0.3894938353589623,1.32,661,0.5743855015250514,0.08496732026143791,-0.44727147917190524,1.25,0.015681332600713693,2.730105923474422
15,14,0.47278869205208995,0.1497659906396256,-0.38917798463736464,1.28,383,0.4653546926964983,0.1622464898595944,-0.40946098460585456,1.27,0.007433999355591636,1.5974910046604058
16,2,0.5419496859545768,0.11774461028192372,-1.2427493267762717,1.27,1061,0.5452016329785507,0.12106135986733002,-1.20445369978466,1.27,-0.0032519470239739112,-0.5964668532278312
17,82,0.40341552566012207,0.125,-1.9585529390329781,1.25,793,0.39768643484406097,0.11201298701298701,-2.0297835501216985,1.25,0.0057290908160611,1.4406050380641133
18,21,0.5449489149693876,0.17647058823529413,-1.2061355875036597,1.19,426,0.5370838392772467,0.1781512605042017,-1.219499578928469,1.19,0.0078650756921409,1.4644037144600972
