,1030,335,371,378,409,435,457,485,547,554,556,566,658,669,732,739,780,797,842,874,342,368,913,386,387,465,468,522,531,544,559,1047,675,688,701,709,717,779,827,0484,904,843,632,765,831,353,586,1060,905,589,565,713,629,538,0761,597,940,859,467,825,1101,555,449,618,682,1041,1040,415,317,970,737,345,444,542,380,680,1014,742,869,348,802,543,1097,607,622,762,661,528,521,1061,383,572,793,461,426,2134,452
0,7.619999999999999,5.08,2.54,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,2.54,2.54,0.0,0.0,0.0,0.0,5.08,2.54,0.0,0.0,7.619999999999999,2.54,0.0,0.0,0.0,0.0,2.54,0.0,0.0,5.08,0.0,0.0,5.08,12.7,0.0,2.54,2.54,0.0,0.0,0.5901917389525585,0.0,0.0,2.54,0.0,0.0,0.0,0.0,0.0,2.54,5.08,2.54,5.08,0.0,0.0,5.08,10.16,5.08,17.779999999999994,0.0,0.26446165515255293,2.54,12.7,0.0,2.0472045650326405,0.0,2.54,0.0,2.54,0.0,10.16,0.0,2.54,2.54,0.0,1.9892572610912294,0.0,5.08,0.0,2.54,0.0,0.3144670380196747,0.0,7.619999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.250430804390118,0.0,0.0,0.0,2.54
1,2.54,2.54,2.54,2.54,0.0,0.0,0.0,5.08,2.54,0.0,0.0,0.0,2.54,2.54,0.0,0.0,17.779999999999994,2.54,2.54,7.619999999999999,0.0,2.54,0.0,7.619999999999999,10.16,5.08,5.08,0.0,2.54,7.619999999999999,0.0,2.54,10.16,0.0,7.619999999999999,2.54,2.54,2.54,5.08,2.540000000000036,7.619999999999999,4.934360016525111,2.54,2.050224558561718,0.0,0.0,2.54,0.0,2.54,5.08,7.619999999999999,17.779999999999994,7.915551999666551,5.08,2.5399999999999907,0.0,3.015788541585215,3.6729994409145097,1.8908775320732263,10.16,2.54,0.0,2.54,0.0,5.08,0.0,0.0,5.08,0.0,3.2071179000939556,10.16,0.0,0.0,2.54,2.54,2.54,0.0,5.08,2.54,0.0,2.54,0.0,2.54,2.54,5.08,7.619999999999999,2.1482260579817045,0.0,2.54,2.54,0.0,0.0,2.394877858222961,0.0,2.54,0.0,0.0
2,2.54,0.0,0.0,2.54,5.08,5.08,2.54,0.0,5.08,2.54,5.08,0.0,2.54,2.54,0.0,2.54,0.0,0.0,5.08,5.08,0.0,2.54,2.54,0.0,2.54,2.54,0.0,2.54,2.54,2.54,7.619999999999999,0.0,2.54,2.54,2.54,2.54,5.08,2.54,0.0,0.0,2.54,0.0,0.0,1.099556863339768,1.5660271166159359,0.0,0.0,2.54,1.560204984154731,5.08,2.54,2.54,2.54,2.54,0.7690121678247713,5.08,5.08,0.0,2.3112000014152025,4.643381030822688,2.54,2.54,2.54,0.0,5.08,2.54,2.931893314261668,2.54,7.619999999999999,2.54,22.86,0.0,0.0,2.54,0.0,5.08,2.54,0.0,0.0,1.0138544224656154,2.54,0.0,2.54,2.2111811197705458,5.08,5.08,1.6209873787555744,2.54,2.54,2.54,0.0,1.079430974710208,2.54,2.54,2.969980527603835,0.0,0.0
3,0.0,0.0,5.08,2.54,2.54,0.0,0.0,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,0.0,2.54,2.54,0.0,2.54,5.08,0.0,0.0,2.54,5.08,2.54,2.54,0.0,0.0,0.0,0.0,0.0,2.54,5.08,2.54,2.54,2.54,2.54,5.08,2.5399999999999907,2.54,0.0,5.08,2.54,5.08,2.54,2.3524015122480533,2.54,2.54,1.6454266595834428,2.6703356821329756,0.0,2.54,2.0551479582211662,0.0,0.0,2.54,0.0,2.54,3.064380590646853,0.0,0.0,1.5944064059869627,0.0,2.6087959612653684,1.3000439735379414,1.5577675797413133,2.54,1.366305406955259,2.54,3.7696747540566866,2.54,2.54,5.08,2.54,2.54,2.54,2.54,0.0,0.0,2.54,1.0984063264838013,2.54,1.3015257658822683,0.0,2.54,0.0,2.54,0.0,2.5437127412110714,2.6923036934141815,2.54,2.54,0.0,5.08,0.4819253587096337,0.0
4,2.54,2.54,0.0,2.54,5.08,7.619999999999999,0.0,0.0,0.0,2.54,2.54,7.619999999999999,0.0,2.54,0.0,2.54,5.08,2.54,2.54,2.54,5.08,5.08,2.54,5.08,2.54,12.7,0.0,0.0,0.0,5.08,0.0,2.54,5.08,2.54,2.54,2.54,5.08,0.0,2.54,2.5399999999999907,2.54,2.54,5.08,2.54,2.54,0.0,7.619999999999999,2.54,2.54,2.54,2.54,2.54,2.54,0.0,2.5399999999999907,7.619999999999999,0.0,2.54,5.08,0.0,0.0,7.619999999999999,2.54,2.54,12.7,2.54,0.0,2.54,1.6381168267594122,1.3697785967120253,10.16,7.619999999999999,0.0,2.54,7.619999999999999,5.08,0.0,2.54,0.0,7.619999999999999,0.0,5.08,2.54,2.54,5.08,0.0,5.08,2.54,2.54,1.9543631792957643,2.54,0.0,1.6609980320412205,2.54,0.0,0.0,3.225960222163731
5,17.779999999999994,7.619999999999999,2.54,17.779999999999994,25.4,38.1,12.7,10.16,12.7,12.7,15.239999999999998,33.02,12.7,45.72,10.16,10.16,83.82,58.42,10.16,93.98,25.4,38.1,7.619999999999999,58.42,48.26,40.64,0.0,10.16,7.619999999999999,20.32,33.02,12.7,48.26,7.619999999999999,27.94,17.779999999999994,17.779999999999994,15.239999999999998,12.7,33.02000000000002,60.96,39.961183648847324,55.88,12.7,10.16,20.32,38.1,71.11999999999998,66.03999999999999,33.02,16.605200704863172,38.1,30.48,20.32,22.86000000000001,7.619999999999999,35.55999999999999,15.239999999999998,10.16,23.075985522927922,17.779999999999994,7.90517592093713,15.239999999999998,40.64,60.96,10.16,12.231537150387261,7.619999999999999,15.239999999999998,7.619999999999999,93.98,35.56949391217588,6.489998229676803,22.86,45.72,45.72,10.16,12.7,12.7,15.239999999999998,7.619999999999999,33.329847186198684,33.02,10.16,26.073716481496067,19.763679747048624,2.54,10.16,15.239999999999998,7.619999999999999,68.58,21.80214354436094,2.54,28.14622771184828,12.7,4.3180000000000005,7.619999999999999
6,10.16,12.7,7.619999999999999,12.7,35.55999999999999,17.779999999999994,17.779999999999994,10.16,20.32,7.619999999999999,15.239999999999998,15.239999999999998,17.779999999999994,25.4,0.0,15.239999999999998,33.02,20.32,20.32,50.8,7.619999999999999,12.7,7.619999999999999,25.4,22.86,27.94,2.54,0.0,7.619999999999999,7.619999999999999,2.54,5.08,22.86,7.619999999999999,25.4,10.16,15.239999999999998,12.7,7.619999999999999,12.7,33.02,20.32,33.02,7.619999999999999,12.7,7.619999999999999,23.388756316716513,31.89513325361604,30.48,33.02,10.16,25.4,25.4,19.792942740261655,10.104340249806095,5.08,12.7,10.16,9.214701666204311,20.32,20.32,5.08,2.54,24.49403148059235,30.48,18.068148745283985,20.32,12.7,3.4749853368010895,12.7,48.26,17.779999999999994,9.753053903301383,10.16,25.4,22.86,12.7,12.7,5.08,5.08,15.239999999999998,7.619999999999999,10.16,7.619999999999999,15.239999999999998,10.16,2.54,0.0,10.16,5.08,30.48,15.239999999999998,5.08,5.08,10.16,4.020780139447364,2.54
7,0.0,7.619999999999999,0.0,0.0,15.239999999999998,5.08,2.54,7.619999999999999,7.619999999999999,0.0,5.08,0.0,7.619999999999999,15.239999999999998,0.0,17.779999999999994,12.7,7.619999999999999,10.16,20.32,0.0,0.0,2.54,5.08,7.619999999999999,7.619999999999999,0.0,0.0,7.619999999999999,0.0,0.0,0.0,2.54,2.54,10.16,7.619999999999999,0.0,0.0,2.54,5.079999999999981,12.7,10.16,10.16,0.0,0.0,0.0,10.16,12.7,7.619999999999999,10.16,2.54,10.16,10.16,7.619999999999999,0.0,0.3511327967948206,5.08,0.0,0.0,2.54,7.619999999999999,0.2571764763960931,1.2390344634449024,17.779999999999994,2.54,5.08,7.7396856538615415,5.08,1.3041731212794547,5.08,15.239999999999998,2.54,2.54,5.08,5.08,5.08,3.816524194961608,2.613803734039998,2.54,2.54,5.08,0.0,0.0,0.0,10.16,5.08,2.54,0.0,1.2155103562038239,0.0,5.08,7.560377783451138,2.54,0.0,2.54,0.0,2.54
8,5.08,7.619999999999999,5.08,5.08,2.54,7.619999999999999,7.619999999999999,7.619999999999999,10.16,5.08,7.619999999999999,7.619999999999999,5.08,5.08,7.619999999999999,2.54,7.619999999999999,2.54,5.08,5.08,2.54,15.239999999999998,2.54,0.0,0.0,15.239999999999998,7.619999999999999,0.0,5.08,7.619999999999999,5.08,12.7,2.54,2.54,7.619999999999999,2.54,5.08,7.619999999999999,5.08,10.160000000000009,5.08,0.0,2.54,5.6184884350341235,5.08,7.619999999999999,7.371517125348562,7.619999999999999,5.08,6.349988262708226,5.08,5.08,2.54,5.08,5.080000000000028,6.665371577929291,10.16,10.935103933492753,5.08,12.7,10.16,5.08,5.08,5.08,5.08,0.0,2.54,7.619999999999999,7.619999999999999,6.6425130123844465,17.779999999999994,10.16,2.54,2.54,5.08,2.54,2.54,15.239999999999998,2.54,3.204121603209133,2.54,10.16,7.619999999999999,2.54,4.649745241238461,5.08,2.54,2.54,5.08,5.08,4.183455841172073,2.54,2.54,5.08,7.619999999999999,0.0,2.54
